Symbol,xgboost
ACTC1,0.3249133825302124
ACTG1,0.43156683444976807
ACTG2,0.20753106474876404
ACTL6A,0.18900226056575775
ACTL6B,0.5498798489570618
ACTL7A,0.2223711907863617
ACTL7B,0.4567101001739502
ACTL8,0.45692265033721924
ACTL9,0.2103041410446167
ACTL10,0.275998055934906
ACTN1,0.14499233663082123
ACTN2,0.3954523801803589
ACTN3,0.17735937237739563
ACTN4,0.13848403096199036
ACTR1A,0.42561206221580505
ACTR1B,0.2534169554710388
ACTR2,0.15627816319465637
ACTR3,0.15073947608470917
ACTR3B,0.4535064101219177
ACTR3BP2,0.2889678478240967
ACTR3BP5,0.2889678478240967
ACTR3C,0.24831679463386536
ACTR5,0.2922786474227905
ACTR6,0.4133567810058594
ACTR8,0.2354004979133606
ACTR10,0.18650133907794952
ACTRT1,0.2952168881893158
ACTRT2,0.24242492020130157
ACTRT3,0.21274082362651825
ACVR1,0.5061730742454529
ACVR1B,0.31679174304008484
ACVR1C,0.3147364854812622
ACVR2A,0.32501867413520813
ACVR2B,0.22354747354984283
ACVRL1,0.3373253643512726
ACY1,0.47547534108161926
ACY3,0.5517904758453369
ACYP1,0.311907023191452
ACYP2,0.3530130982398987
ADA,0.5216202139854431
ADAD1,0.5161390900611877
ADAD2,0.3567144274711609
ADAL,0.4782331883907318
ADAM1A,0.26390504837036133
ADAM1B,0.2805134356021881
ADAM2,0.28721004724502563
ADAM3A,0.2962336242198944
ADAM5,0.5184661149978638
ADAM6,0.23760730028152466
ADAM7,0.3188230097293854
ADAM8,0.2251274287700653
ADAM9,0.42507022619247437
ADAM10,0.25974640250205994
ADAM11,0.366847962141037
ADAM12,0.31679174304008484
ADAM15,0.3126367926597595
ADAM17,0.22147218883037567
ADAM18,0.5535964965820312
ADAM19,0.3558228015899658
ADAM20,0.5212600231170654
ADAM20P1,0.2889678478240967
ADAM21,0.37028199434280396
ADAM21P1,0.2889678478240967
ADAM22,0.18146708607673645
ADAM24P,0.2889678478240967
ADAM28,0.5446133017539978
ADAM29,0.299370676279068
ADAM30,0.5212600231170654
ADAM32,0.2488148957490921
ADAM33,0.20270848274230957
ADAMDEC1,0.5523666143417358
ADAMTS1,0.1634024679660797
ADAMTS2,0.4969272017478943
ADAMTS3,0.31386446952819824
ADAMTS4,0.4845782518386841
ADAMTS5,0.2890181839466095
ADAMTS6,0.3729270398616791
ADAMTS7,0.21463611721992493
ADAMTS8,0.5326775908470154
ADAMTS9,0.2487875372171402
ADAMTS9-AS2,0.2896900773048401
ADAMTS10,0.19081009924411774
ADAMTS12,0.33302780985832214
ADAMTS13,0.2270728051662445
ADAMTS14,0.3440571129322052
ADAMTS15,0.359385222196579
ADAMTS16,0.5326775908470154
ADAMTS17,0.4736945331096649
ADAMTS18,0.14990799129009247
ADAMTS19,0.2604263126850128
ADAMTS20,0.3033212423324585
ADAMTSL1,0.5206813812255859
ADAMTSL2,0.49208635091781616
ADAMTSL3,0.2953014075756073
ADAMTSL4,0.536509096622467
ADAMTSL5,0.17237314581871033
ADAP1,0.5541510581970215
ADAP2,0.2963000535964966
ADAR,0.27562177181243896
ADARB1,0.2471349984407425
ADARB2,0.19527071714401245
ADARB2-AS1,0.3190035820007324
ADAT1,0.32695716619491577
ADAT2,0.5342195630073547
ADAT3,0.52812659740448
ADCK1,0.429779589176178
ADCK2,0.21871155500411987
ADCK5,0.2332865446805954
ADCY1,0.2315666377544403
ADCY2,0.23220720887184143
ADCY4,0.14983665943145752
ADCY5,0.20159490406513214
ADCY6,0.22900818288326263
ADCY7,0.31496381759643555
ADCY8,0.2055663764476776
ADCY9,0.5135776400566101
ADCY10,0.19440101087093353
ADCYAP1,0.2747326195240021
ADCYAP1R1,0.37479016184806824
ADD1,0.2132880687713623
ADD2,0.23718705773353577
ADD3,0.20301693677902222
ADGB,0.23670704662799835
ADGRA1,0.29808878898620605
ADGRA2,0.30076637864112854
ADGRA3,0.32094842195510864
ADGRB1,0.2612515091896057
ADGRB2,0.35508665442466736
ADGRB3,0.48869794607162476
ADGRD1,0.24630695581436157
ADGRD2,0.2678435742855072
ADGRE1,0.5326775908470154
ADGRE2,0.3190446197986603
ADGRE3,0.26219096779823303
ADGRE4P,0.2889678478240967
ADGRE5,0.40716782212257385
ADGRF1,0.3208833634853363
ADGRF2,0.27393844723701477
ADGRF3,0.4311531186103821
ADGRF4,0.34144946932792664
ADGRF5,0.30857327580451965
ADGRG1,0.28406840562820435
ADGRG2,0.4181119203567505
ADGRG3,0.3417105972766876
ADGRG4,0.2768845856189728
ADGRG5,0.25924861431121826
ADGRG6,0.23658527433872223
ADGRG7,0.27759286761283875
ADGRL1,0.24174264073371887
ADGRL2,0.5130387544631958
ADGRL3,0.2832508683204651
ADGRL4,0.26982027292251587
ADGRV1,0.17656876146793365
ADH1A,0.5378170609474182
ADH1B,0.30107468366622925
ADH1C,0.5442589521408081
ADH4,0.35315245389938354
ADH5,0.21829816699028015
ADH6,0.577822208404541
ADH7,0.5453848242759705
ADHFE1,0.5417898297309875
ADI1,0.21960371732711792
ADIG,0.2776995003223419
ADIPOQ,0.5326775908470154
ADIPOR1,0.1859045773744583
ADIPOR2,0.527865469455719
ADIRF,0.21363259851932526
ADK,0.32947784662246704
ADM,0.32690468430519104
ADM2,0.299439936876297
ADM5,0.28982216119766235
ADNP,0.1601879745721817
ADNP2,0.5522811412811279
ADO,0.5015725493431091
ADORA1,0.2582113444805145
ADORA2A,0.455020546913147
ADORA2A-AS1,0.2837708592414856
ADORA2B,0.339117169380188
ADORA3,0.37250375747680664
ADPGK,0.151307612657547
ADPRH,0.29700833559036255
ADPRHL1,0.3132970333099365
ADPRM,0.24958251416683197
ADPRS,0.5059827566146851
ADRA1B,0.5143325328826904
ADRA1D,0.5523666143417358
ADRA2A,0.3276529014110565
ADRA2B,0.5083778500556946
ADRA2C,0.27235203981399536
ADRB1,0.3301437795162201
ADRB2,0.25479361414909363
ADRB3,0.30925753712654114
ADRM1,0.12302932888269424
ADSL,0.25401005148887634
ADSS1,0.480337917804718
ADSS2,0.47418829798698425
ADTRP,0.290630042552948
AEBP1,0.35938388109207153
AEBP2,0.16172517836093903
AEN,0.25390008091926575
AFAP1,0.26088130474090576
AFAP1-AS1,0.3853347599506378
AFAP1L1,0.20149149000644684
AFAP1L2,0.2521122097969055
AFDN,0.4587586224079132
AFDN-DT,0.4139844477176666
AFF1,0.3026438355445862
AFF2,0.35319146513938904
AFF3,0.26849642395973206
AFF4,0.29343274235725403
AFG1L,0.4039294123649597
AFG3L1P,0.2825942039489746
AFG3L2,0.13338537514209747
AFM,0.26945170760154724
AFMID,0.18381260335445404
AFP,0.2605821192264557
AFTPH,0.2663244605064392
AGA,0.18155595660209656
AGAP1,0.3923000395298004
AGAP2,0.2304610311985016
AGAP3,0.24947215616703033
AGAP4,0.283208966255188
AGAP5,0.27123257517814636
AGAP6,0.26885083317756653
AGAP7P,0.22254453599452972
AGAP9,0.27123257517814636
AGAP11,0.26561489701271057
AGBL1,0.32064390182495117
AGBL2,0.3438265323638916
AGBL3,0.19452783465385437
AGBL4,0.27777913212776184
AGBL5,0.19438663125038147
AGER,0.26368606090545654
AGFG1,0.4436853528022766
AGFG2,0.30498817563056946
AGGF1,0.2220432162284851
AGK,0.1681739240884781
AGL,0.17862184345722198
AGMAT,0.5024080276489258
AGMO,0.37479016184806824
AGO1,0.29583001136779785
AGO2,0.2302522212266922
AGO3,0.3287476599216461
AGO4,0.3441448509693146
AGPAT1,0.13189134001731873
AGPAT2,0.24458260834217072
AGPAT3,0.19110102951526642
AGPAT4,0.307656466960907
AGPAT4-IT1,0.31586772203445435
AGPAT5,0.45112305879592896
AGPS,0.14833076298236847
AGR2,0.2411210685968399
AGR3,0.31910717487335205
AGRN,0.24207434058189392
AGRP,0.5114233493804932
AGTPBP1,0.44913819432258606
AGTR1,0.5450985431671143
AGTR2,0.5326775908470154
AGTRAP,0.34320393204689026
AGXT,0.4010343849658966
AGXT2,0.22775766253471375
AHCTF1,0.4670056700706482
AHCY,0.540958046913147
AHCYL1,0.2008780837059021
AHCYL2,0.46700170636177063
AHDC1,0.3676249086856842
AHI1,0.1974640190601349
AHI1-DT,0.22958816587924957
AHNAK,0.1593264788389206
AHNAK2,0.3640318810939789
AHR,0.516130805015564
AHRR,0.46840161085128784
AHSA1,0.39809074997901917
AHSA2P,0.2451181262731552
AHSG,0.5713399648666382
AHSP,0.23007261753082275
AICDA,0.466476708650589
AIDA,0.5064827799797058
AIF1,0.5209540128707886
AIF1L,0.2559211254119873
AIFM1,0.20544184744358063
AIFM2,0.46511325240135193
AIFM3,0.42129775881767273
AIG1,0.5153748989105225
AIM2,0.38444286584854126
AIMP1,0.21504683792591095
AIMP2,0.19029588997364044
AIPL1,0.22929628193378448
AIRE,0.3232833445072174
AIRN,0.2520988881587982
AJAP1,0.24318449199199677
AJM1,0.4090268313884735
AJUBA,0.13386797904968262
AK1,0.5054621696472168
AK2,0.35060420632362366
AK4,0.18332065641880035
AK4P3,0.2889678478240967
AK5,0.22298309206962585
AK7,0.47292613983154297
AK8,0.23576730489730835
AK9,0.25018274784088135
AKAIN1,0.3008185029029846
AKAP1,0.1943093240261078
AKAP2,0.22357945144176483
AKAP3,0.21437138319015503
AKAP4,0.29400405287742615
AKAP5,0.2550082802772522
AKAP6,0.20753106474876404
AKAP7,0.16480369865894318
AKAP8,0.20975139737129211
AKAP8L,0.23394465446472168
AKAP9,0.2110414206981659
AKAP10,0.3459233045578003
AKAP11,0.4584883451461792
AKAP12,0.1365426778793335
AKAP13,0.15647104382514954
AKAP14,0.3616863787174225
AKAP17A,0.22287555038928986
AKAP17BP,0.2889678478240967
AKIP1,0.25422465801239014
AKIRIN1,0.1219346895813942
AKIRIN2,0.21351534128189087
AKNA,0.2862713932991028
AKNAD1,0.2599426805973053
AKR1A1,0.32929879426956177
AKR1B1,0.48720863461494446
AKR1B10,0.5713399648666382
AKR1B15,0.5552353262901306
AKR1C1,0.53725665807724
AKR1C2,0.5504128336906433
AKR1C3,0.5401503443717957
AKR1C4,0.5597847104072571
AKR1C6P,0.2623935639858246
AKR1C8P,0.283208966255188
AKR1D1,0.5611439943313599
AKR1E2,0.25976189970970154
AKR7A2,0.4887051284313202
AKR7A2P1,0.2987080514431
AKR7A3,0.5518450140953064
AKR7L,0.27940115332603455
AKT1,0.31738534569740295
AKT1S1,0.31629678606987
AKT2,0.1492944359779358
AKT3,0.23324847221374512
AKTIP,0.2947731912136078
ALAD,0.20463812351226807
ALAS1,0.31612297892570496
ALAS2,0.30343151092529297
ALCAM,0.375306636095047
ALDH1A1,0.3515641689300537
ALDH1A2,0.4946540296077728
ALDH1A3,0.5209540128707886
ALDH1B1,0.3588064908981323
ALDH1L1,0.5458007454872131
ALDH1L2,0.48869794607162476
ALDH2,0.17582736909389496
ALDH3A1,0.5377795696258545
ALDH3A2,0.5203868746757507
ALDH3B1,0.30023646354675293
ALDH3B2,0.5143325328826904
ALDH4A1,0.5193433165550232
ALDH5A1,0.18481409549713135
ALDH6A1,0.536207377910614
ALDH7A1,0.3150308132171631
ALDH8A1,0.5523666143417358
ALDH9A1,0.49527081847190857
ALDH16A1,0.4234507381916046
ALDH18A1,0.2483138144016266
ALDOA,0.2810453474521637
ALDOB,0.577822208404541
ALDOC,0.5026500225067139
ALG1,0.31436774134635925
ALG1L,0.23815716803073883
ALG1L2,0.27807506918907166
ALG2,0.31458622217178345
ALG3,0.5047128796577454
ALG5,0.21590858697891235
ALG6,0.4820738732814789
ALG8,0.49784034490585327
ALG9,0.5284799933433533
ALG10,0.49468255043029785
ALG10B,0.5140792727470398
ALG11,0.22387412190437317
ALG12,0.24408210813999176
ALG13,0.20487838983535767
ALG14,0.5437794923782349
ALK,0.3999899923801422
ALKAL1,0.5206813812255859
ALKAL2,0.24699720740318298
ALKBH1,0.2205354869365692
ALKBH2,0.1658334732055664
ALKBH3,0.12721213698387146
ALKBH4,0.19019228219985962
ALKBH5,0.1351540982723236
ALKBH6,0.2874353528022766
ALKBH7,0.16378702223300934
ALKBH8,0.5439250469207764
ALLC,0.4915267527103424
ALMS1,0.35406580567359924
ALMS1P1,0.2837708592414856
ALOX5,0.19474370777606964
ALOX5AP,0.5326775908470154
ALOX12,0.5023053288459778
ALOX12B,0.5326775908470154
ALOX12P2,0.28141137957572937
ALOX15,0.3301631510257721
ALOX15B,0.3373253643512726
ALOX15P1,0.3083314001560211
ALOXE3,0.5121882557868958
ALPG,0.37557482719421387
ALPI,0.26050788164138794
ALPK1,0.19966661930084229
ALPK2,0.327114075422287
ALPK3,0.32099199295043945
ALPL,0.20854948461055756
ALPP,0.21933473646640778
ALS2,0.29220953583717346
ALS2CL,0.5245325565338135
ALX1,0.1705077588558197
ALX3,0.2513364255428314
ALX4,0.2124021053314209
ALYREF,0.20857809484004974
AMACR,0.35394972562789917
AMBN,0.2339261919260025
AMBP,0.34050726890563965
AMBRA1,0.1783720999956131
AMD1,0.2551078200340271
AMD1P2,0.2805134356021881
AMDHD1,0.5562625527381897
AMDHD2,0.4741974472999573
AMELX,0.29061955213546753
AMELY,0.303903728723526
AMER1,0.2237742841243744
AMER2,0.3241042196750641
AMER3,0.2738262414932251
AMFR,0.4810131788253784
AMH,0.22483080625534058
AMHR2,0.18870742619037628
AMIGO1,0.31699976325035095
AMIGO2,0.18138176202774048
AMIGO3,0.32140839099884033
AMMECR1,0.31602761149406433
AMMECR1L,0.2440042942762375
AMN1,0.3637010157108307
AMOT,0.18013079464435577
AMOTL1,0.18276725709438324
AMOTL2,0.20391744375228882
AMPD1,0.26591598987579346
AMPD2,0.2373829483985901
AMPD3,0.184410959482193
AMPH,0.5260707139968872
AMT,0.4537101089954376
AMTN,0.2554585635662079
AMY1A,0.3695797920227051
AMY1B,0.2889678478240967
AMY1C,0.5114233493804932
AMY2A,0.530348002910614
AMY2B,0.5184661149978638
AMZ1,0.25628241896629333
AMZ2,0.22333963215351105
AMZ2P1,0.2535296380519867
ANAPC1,0.42313963174819946
ANAPC2,0.265190452337265
ANAPC4,0.2514028251171112
ANAPC5,0.31074705719947815
ANAPC7,0.37821537256240845
ANAPC10,0.30903297662734985
ANAPC11,0.12662550806999207
ANAPC13,0.5276117324829102
ANAPC15,0.22378821671009064
ANAPC16,0.257647305727005
ANG,0.5433894395828247
ANGEL1,0.5167651772499084
ANGEL2,0.2692200839519501
ANGPT1,0.5024667978286743
ANGPT2,0.5326775908470154
ANGPT4,0.5212600231170654
ANGPTL1,0.5168058276176453
ANGPTL2,0.49295827746391296
ANGPTL3,0.261466383934021
ANGPTL4,0.31699976325035095
ANGPTL5,0.5326775908470154
ANGPTL6,0.5085597634315491
ANGPTL7,0.5326775908470154
ANGPTL8,0.26050788164138794
ANHX,0.36757799983024597
ANK1,0.21448500454425812
ANK2,0.18379001319408417
ANK3,0.2786405682563782
ANKAR,0.25522878766059875
ANKDD1A,0.25804734230041504
ANKDD1B,0.2957752048969269
ANKEF1,0.261198490858078
ANKFN1,0.5326775908470154
ANKFY1,0.17973192036151886
ANKH,0.4306929409503937
ANKHD1,0.3446785807609558
ANKHD1-EIF4EBP3,0.4073232114315033
ANKIB1,0.21257604658603668
ANKK1,0.3250148892402649
ANKLE1,0.18652546405792236
ANKLE2,0.4955557882785797
ANKMY1,0.2944033443927765
ANKMY2,0.35004064440727234
ANKRA2,0.49419888854026794
ANKRD1,0.5046253204345703
ANKRD2,0.2769450843334198
ANKRD6,0.42912527918815613
ANKRD7,0.5212600231170654
ANKRD9,0.1708802729845047
ANKRD10,0.502346932888031
ANKRD11,0.2950647473335266
ANKRD12,0.3680681884288788
ANKRD13A,0.36927691102027893
ANKRD13B,0.2206677794456482
ANKRD13C,0.24666619300842285
ANKRD13D,0.24136283993721008
ANKRD16,0.14162300527095795
ANKRD17,0.5026888251304626
ANKRD18A,0.2229776382446289
ANKRD18B,0.27128681540489197
ANKRD18DP,0.2577016055583954
ANKRD19P,0.2643410861492157
ANKRD20A1,0.27807506918907166
ANKRD20A2P,0.27807506918907166
ANKRD20A3P,0.2662350833415985
ANKRD20A4P,0.2689095139503479
ANKRD20A5P,0.2909594476222992
ANKRD20A8P,0.27958232164382935
ANKRD20A9P,0.2889678478240967
ANKRD20A11P,0.2909594476222992
ANKRD22,0.2742827534675598
ANKRD23,0.5145304799079895
ANKRD24,0.4960027039051056
ANKRD26,0.23950615525245667
ANKRD26P1,0.2889678478240967
ANKRD26P3,0.2889678478240967
ANKRD27,0.4812512695789337
ANKRD28,0.2408953160047531
ANKRD29,0.5518083572387695
ANKRD30A,0.30862078070640564
ANKRD30B,0.2866819202899933
ANKRD30BL,0.2247660756111145
ANKRD30BP2,0.2962336242198944
ANKRD31,0.24679216742515564
ANKRD33,0.2526964247226715
ANKRD33B,0.32776400446891785
ANKRD34A,0.4789583086967468
ANKRD34B,0.29444068670272827
ANKRD34C,0.2849324643611908
ANKRD35,0.5164254903793335
ANKRD36,0.47683823108673096
ANKRD36B,0.21896988153457642
ANKRD36BP1,0.2889678478240967
ANKRD36BP2,0.2962336242198944
ANKRD36C,0.2808924913406372
ANKRD37,0.2817845642566681
ANKRD39,0.21718202531337738
ANKRD40,0.21638523042201996
ANKRD40CL,0.2820758819580078
ANKRD42,0.23728469014167786
ANKRD44,0.26252543926239014
ANKRD45,0.22976802289485931
ANKRD46,0.14320158958435059
ANKRD49,0.21062429249286652
ANKRD50,0.26486650109291077
ANKRD52,0.1668451875448227
ANKRD53,0.3053975999355316
ANKRD54,0.22966685891151428
ANKRD55,0.3183356523513794
ANKRD60,0.27123257517814636
ANKRD61,0.2866819202899933
ANKRD62,0.2768845856189728
ANKRD62P1-PARP4P3,0.27958232164382935
ANKRD63,0.3038046658039093
ANKRD65,0.24633461236953735
ANKS1A,0.19277694821357727
ANKS1B,0.3569687604904175
ANKS3,0.13135801255702972
ANKS4B,0.2551126778125763
ANKS6,0.21302157640457153
ANKUB1,0.27807506918907166
ANKZF1,0.29048457741737366
ANLN,0.3963419795036316
ANO1,0.39286208152770996
ANO2,0.32194647192955017
ANO3,0.23649653792381287
ANO4,0.2706699073314667
ANO5,0.2603951394557953
ANO6,0.30109116435050964
ANO7,0.21933473646640778
ANO8,0.25313693284988403
ANO9,0.35984212160110474
ANO10,0.5049797892570496
ANOS1,0.30920010805130005
ANP32A,0.1512095034122467
ANP32A-IT1,0.31586772203445435
ANP32AP1,0.2889678478240967
ANP32B,0.19874466955661774
ANP32C,0.2889678478240967
ANP32D,0.370756059885025
ANP32E,0.20237071812152863
ANPEP,0.5407111048698425
ANTKMT,0.25791823863983154
ANTXR1,0.16240285336971283
ANTXR2,0.20437131822109222
ANTXRL,0.28839701414108276
ANXA1,0.1611412912607193
ANXA2,0.25195786356925964
ANXA2P1,0.2889678478240967
ANXA2P2,0.27940115332603455
ANXA2P3,0.2962336242198944
ANXA2R,0.5173999667167664
ANXA3,0.281036913394928
ANXA4,0.30502286553382874
ANXA5,0.1607174277305603
ANXA6,0.389138400554657
ANXA7,0.20486712455749512
ANXA8,0.5175206065177917
ANXA8L1,0.2872881293296814
ANXA9,0.30660632252693176
ANXA10,0.22728747129440308
ANXA11,0.48352378606796265
ANXA13,0.5528249740600586
AOAH,0.2173822671175003
AOC1,0.5583575963973999
AOC2,0.2355697900056839
AOC3,0.4617122411727905
AOC4P,0.2887175381183624
AOPEP,0.4006844162940979
AOX1,0.5206813812255859
AOX2P,0.2889678478240967
AP1AR,0.47070837020874023
AP1B1,0.48787474632263184
AP1B1P1,0.3038046658039093
AP1G1,0.2288377583026886
AP1G2,0.4085294008255005
AP1M1,0.14366018772125244
AP1M2,0.2700648307800293
AP1S1,0.5337623953819275
AP1S2,0.517568051815033
AP1S3,0.4595361351966858
AP2A1,0.2886524200439453
AP2A2,0.29940226674079895
AP2B1,0.3535352349281311
AP2M1,0.16538575291633606
AP2S1,0.16078276932239532
AP3B1,0.1579727977514267
AP3B2,0.2716769576072693
AP3D1,0.38723933696746826
AP3M1,0.3825337886810303
AP3M2,0.37958669662475586
AP3S1,0.3040812313556671
AP3S2,0.5135771632194519
AP4B1,0.37825343012809753
AP4E1,0.1491541713476181
AP4M1,0.4676769971847534
AP4S1,0.1981876790523529
AP5B1,0.2693491280078888
AP5M1,0.471051424741745
AP5S1,0.4697226583957672
AP5Z1,0.4215949475765228
APAF1,0.30201658606529236
APBA1,0.4845943748950958
APBA2,0.5407111048698425
APBA3,0.2230648696422577
APBB1,0.49662071466445923
APBB1IP,0.5497922301292419
APBB2,0.5049628615379333
APBB3,0.3912341296672821
APC,0.28536322712898254
APCDD1,0.22456897795200348
APCDD1L,0.28349897265434265
APCS,0.35315245389938354
APEH,0.31666699051856995
APELA,0.21708065271377563
APEX1,0.3159360885620117
APEX2,0.18987512588500977
APH1A,0.13060611486434937
APH1B,0.2779437303543091
API5,0.15060041844844818
APIP,0.15822897851467133
APLF,0.1510491669178009
APLN,0.26462051272392273
APLNR,0.20696750283241272
APLP1,0.3208329677581787
APLP2,0.3540497124195099
APMAP,0.47582489252090454
APOA1,0.44355547428131104
APOA2,0.39012569189071655
APOA4,0.5523666143417358
APOA5,0.26898619532585144
APOB,0.2070079743862152
APOBEC1,0.269765704870224
APOBEC2,0.2886797785758972
APOBEC3A,0.21257419884204865
APOBEC3B,0.19322335720062256
APOBEC3C,0.47552573680877686
APOBEC3D,0.49179983139038086
