Symbols,Score
PAICS,0.429
PAIP1,0.459
PAIP2,0.406
PAIP2B,0.482
PAK1,0.265
PAK1IP1,0.408
PAK2,0.31
PAK3,0.319
PAK4,0.346
PAK5,0.367
PAK6,0.437
PALB2,0.296
PALD1,0.51
PALLD,0.524
PALM,0.392
PALM3,0.434
PALMD,0.355
PALS1,0.384
PALS2,0.425
PAM,0.276
PAM16,0.362
PAMR1,0.162
PAN2,0.464
PAN3,0.401
PANK1,0.376
PANK2,0.328
PANK3,0.394
PANK4,0.34
PANO1,0.301
PANX1,0.346
PANX2,0.296
PANX3,0.214
PAOX,0.314
PAPLN,0.13
PAPOLA,0.378
PAPOLB,0.384
PAPOLG,0.396
PAPPA,0.149
PAPPA2,0.3
PAPSS1,0.349
PAPSS2,0.285
PAQR3,0.341
PAQR4,0.11
PAQR5,0.332
PAQR6,0.246
PAQR7,0.23
PAQR8,0.307
PAQR9,0.246
PARD3,0.385
PARD3B,0.413
PARD6A,0.558
PARD6B,0.493
PARD6G,0.547
PARG,0.491
PARK7,0.249
PARL,0.364
PARM1,0.441
PARN,0.345
PARP1,0.284
PARP10,0.425
PARP11,0.3
PARP12,0.342
PARP14,0.414
PARP15,0.384
PARP16,0.382
PARP2,0.34
PARP3,0.382
PARP4,0.443
PARP6,0.068
PARP8,0.066
PARP9,0.365
PARPBP,0.523
PARS2,0.336
PARVA,0.498
PARVB,0.558
PARVG,0.574
PASD1,0.358
PASK,0.39
PATE1,0.287
PATE2,0.077
PATE3,0.102
PATE4,0.27
PATJ,0.591
PATL1,0.525
PATL2,0.487
PATZ1,0.296
PAWR,0.4
PAX1,0.208
PAX2,0.213
PAX3,0.325
PAX4,0.231
PAX5,0.323
PAX6,0.257
PAX7,0.23
PAX8,0.191
PAX9,0.312
PAXBP1,0.391
PAXIP1,0.32
PAXX,0.501
PBDC1,0.246
PBK,0.364
PBLD,0.364
PBOV1,0.397
PBRM1,0.44
PBX1,0.291
PBX2,0.412
PBX3,0.252
PBX4,0.418
PBXIP1,0.556
PC,0.402
PCARE,0.253
PCBD1,0.42
PCBD2,0.379
PCBP1,0.446
PCBP2,0.379
PCBP3,0.383
PCBP4,0.381
PCCA,0.49
PCCB,0.509
PCDH1,0.352
PCDH10,0.187
PCDH11X,0.227
PCDH11Y,0.187
PCDH12,0.208
PCDH15,0.194
PCDH17,0.266
PCDH18,0.179
PCDH19,0.179
PCDH20,0.202
PCDH7,0.266
PCDH8,0.213
PCDH9,0.186
PCED1A,0.222
PCED1B,0.222
PCF11,0.364
PCGF1,0.431
PCGF2,0.358
PCGF3,0.438
PCGF5,0.525
PCGF6,0.38
PCID2,0.341
PCIF1,0.422
PCK1,0.221
PCK2,0.345
PCLAF,0.637
PCLO,0.396
PCM1,0.566
PCMT1,0.483
PCMTD1,0.339
PCMTD2,0.353
PCNA,0.345
PCNP,0.478
PCNT,0.697
PCNX1,0.064
PCNX2,0.235
PCNX3,0.064
PCNX4,0.258
PCOLCE,0.247
PCOLCE2,0.199
PCP2,0.242
PCP4,0.522
PCSK1,0.323
PCSK1N,0.321
PCSK2,0.339
PCSK4,0.326
PCSK5,0.255
PCSK6,0.31
PCSK7,0.272
PCSK9,0.313
PCTP,0.391
PCYOX1,0.22
PCYOX1L,0.224
PCYT1A,0.492
PCYT1B,0.315
PCYT2,0.276
PDAP1,0.389
PDC,0.361
PDCD1,0.276
PDCD10,0.334
PDCD11,0.535
PDCD1LG2,0.276
PDCD2,0.433
PDCD2L,0.436
PDCD4,0.316
PDCD5,0.393
PDCD6,0.381
PDCD6IP,0.45
PDCD7,0.274
PDCL,0.48
PDCL3,0.433
PDE10A,0.275
PDE11A,0.295
PDE12,0.254
PDE1A,0.383
PDE1B,0.34
PDE1C,0.444
PDE2A,0.325
PDE3A,0.298
PDE3B,0.357
PDE4A,0.39
PDE4B,0.402
PDE4C,0.446
PDE4D,0.336
PDE4DIP,0.69
PDE5A,0.322
PDE6A,0.214
PDE6B,0.209
PDE6C,0.225
PDE6D,0.525
PDE6G,0.277
PDE6H,0.186
PDE7A,0.387
PDE7B,0.361
PDE8A,0.31
PDE8B,0.377
PDE9A,0.417
PDF,0.302
PDGFA,0.277
PDGFB,0.223
PDGFC,0.316
PDGFD,0.22
PDGFRA,0.237
PDGFRB,0.234
PDGFRL,0.178
PDHA1,0.415
PDHA2,0.358
PDHB,0.399
PDHX,0.434
PDIA2,0.384
PDIA3,0.346
PDIA4,0.39
PDIA5,0.39
PDIA6,0.431
PDIK1L,0.428
PDILT,0.295
PDK1,0.375
PDK2,0.307
PDK3,0.336
PDK4,0.22
PDLIM1,0.375
PDLIM2,0.634
PDLIM3,0.572
PDLIM4,0.554
PDLIM5,0.496
PDLIM7,0.515
PDP1,0.381
PDP2,0.31
PDPK1,0.272
PDPN,0.309
PDPR,0.361
PDRG1,0.494
PDS5A,0.585
PDS5B,0.486
PDSS1,0.358
PDSS2,0.408
PDX1,0.258
PDXDC1,0.381
PDXK,0.35
PDXP,0.426
PDYN,0.278
PDZD11,0.402
PDZD2,0.378
PDZD4,0.294
PDZD7,0.354
PDZD8,0.382
PDZK1,0.295
PDZK1IP1,0.091
PDZRN3,0.411
PDZRN4,0.115
PEA15,0.453
PEAK1,0.441
PEAK3,0.059
PEAR1,0.19
PEBP1,0.329
PEBP4,0.433
PECAM1,0.277
PECR,0.429
PEDS1,0.325
PEF1,0.455
PEG10,0.509
PEG3,0.358
PELI1,0.273
PELI2,0.347
PELI3,0.362
PELO,0.373
PELP1,0.519
PEMT,0.207
PENK,0.215
PEPD,0.354
PER1,0.321
PER2,0.29
PER3,0.434
PERM1,0.363
PERP,0.276
PES1,0.466
PET100,0.396
PET117,0.392
PEX1,0.502
PEX10,0.453
PEX11A,0.444
PEX11B,0.476
PEX11G,0.482
PEX12,0.424
PEX13,0.364
PEX14,0.399
PEX16,0.456
PEX19,0.455
PEX2,0.331
PEX26,0.471
PEX3,0.516
PEX5,0.47
PEX5L,0.412
PEX6,0.474
PEX7,0.476
PF4,0.23
PF4V1,0.225
PFAS,0.346
PFDN1,0.275
PFDN2,0.565
PFDN4,0.615
PFDN5,0.435
PFDN6,0.514
PFKFB1,0.314
PFKFB2,0.344
PFKFB3,0.308
PFKFB4,0.299
PFKL,0.381
PFKM,0.379
PFKP,0.396
PFN1,0.426
PFN2,0.402
PFN3,0.602
PFN4,0.561
PGA3,0.22
PGA4,0.22
PGA5,0.22
PGAM1,0.367
PGAM2,0.317
PGAM4,0.186
PGAM5,0.357
PGAP1,0.223
PGAP2,0.383
PGAP3,0.283
PGAP4,0.064
PGAP6,0.355
PGBD1,0.304
PGBD3,0.329
PGBD5,0.298
PGC,0.104
PGD,0.333
PGF,0.229
PGGHG,0.337
PGGT1B,0.293
PGK1,0.293
PGK2,0.33
PGLS,0.421
PGLYRP1,0.202
PGLYRP2,0.147
PGLYRP3,0.171
PGLYRP4,0.173
PGM1,0.422
PGM2,0.349
PGM2L1,0.316
PGM3,0.278
PGM5,0.393
PGP,0.277
PGPEP1,0.347
PGPEP1L,0.05
PGR,0.368
PGRMC1,0.398
PGRMC2,0.384
PGS1,0.335
PHACTR1,0.458
PHACTR2,0.381
PHACTR3,0.373
PHACTR4,0.348
PHAF1,0.409
PHAX,0.543
PHB1,0.303
PHB2,0.385
PHC1,0.442
PHC2,0.48
PHC3,0.455
PHETA1,0.539
PHETA2,0.539
PHEX,0.267
PHF1,0.527
PHF10,0.368
PHF11,0.343
PHF12,0.402
PHF13,0.452
PHF14,0.377
PHF19,0.421
PHF2,0.4
PHF20,0.394
PHF20L1,0.451
PHF21A,0.384
PHF21B,0.09
PHF23,0.481
PHF24,0.122
PHF3,0.227
PHF5A,0.339
PHF6,0.516
PHF7,0.547
PHF8,0.348
PHGDH,0.276
PHIP,0.36
PHKA1,0.443
PHKA2,0.447
PHKB,0.486
PHKG1,0.401
PHKG2,0.404
PHLDA1,0.571
PHLDA2,0.375
PHLDA3,0.314
PHLDB1,0.254
PHLDB2,0.5
PHLDB3,0.181
PHLPP1,0.377
PHLPP2,0.482
PHOSPHO1,0.286
PHOSPHO2,0.254
PHOX2A,0.221
PHOX2B,0.186
PHPT1,0.364
PHRF1,0.288
PHTF1,0.392
PHTF2,0.395
PHYH,0.425
PHYHD1,0.248
PHYHIPL,0.371
PHYKPL,0.412
PI15,0.144
PI16,0.109
PI3,0.287
PI4K2A,0.399
PI4K2B,0.407
PI4KA,0.378
PI4KB,0.462
PIANP,0.19
PIAS1,0.344
PIAS2,0.389
PIAS3,0.373
PIAS4,0.343
PIBF1,0.48
PICALM,0.332
PICK1,0.446
PID1,0.275
PIDD1,0.35
PIERCE1,0.398
PIEZO1,0.263
PIEZO2,0.165
PIF1,0.323
PIGA,0.33
PIGB,0.279
PIGBOS1,0.102
PIGC,0.283
PIGF,0.253
PIGG,0.303
PIGH,0.324
PIGK,0.339
PIGL,0.254
PIGM,0.274
PIGN,0.342
PIGO,0.264
PIGP,0.264
PIGQ,0.27
PIGR,0.183
PIGS,0.402
PIGT,0.414
PIGU,0.277
PIGV,0.257
PIGW,0.231
PIGX,0.266
PIGY,0.27
PIGZ,0.279
PIH1D1,0.359
PIH1D2,0.495
PIK3AP1,0.34
PIK3C2A,0.31
PIK3C2B,0.387
PIK3C2G,0.306
PIK3C3,0.358
PIK3CA,0.215
PIK3CB,0.269
PIK3CD,0.233
PIK3CG,0.234
PIK3IP1,0.336
PIK3R1,0.291
PIK3R2,0.289
PIK3R3,0.334
PIK3R4,0.373
PIK3R5,0.403
PIK3R6,0.301
PIKFYVE,0.354
PILRA,0.334
PILRB,0.353
PIM1,0.408
PIM2,0.318
PIM3,0.447
PIMREG,0.562
PIN1,0.352
PIN4,0.547
PINK1,0.259
PINLYP,0.134
PINX1,0.389
PIP,0.344
PIP4K2A,0.314
PIP4K2B,0.394
PIP4K2C,0.373
PIP4P1,0.28
PIP4P2,0.245
PIP5K1A,0.332
PIP5K1B,0.355
PIP5K1C,0.346
PIP5KL1,0.321
PIPOX,0.438
PIR,0.445
PIRT,0.278
PISD,0.335
PITHD1,0.308
PITPNA,0.348
PITPNB,0.383
PITPNC1,0.496
PITPNM1,0.483
PITPNM2,0.386
PITPNM3,0.42
PITRM1,0.306
PITX1,0.378
PITX2,0.305
PITX3,0.215
PIWIL1,0.411
PIWIL2,0.33
PIWIL3,0.373
PIWIL4,0.332
PJA1,0.448
PJA2,0.379
PJVK,0.166
PKD1,0.246
PKD1L1,0.268
PKD1L2,0.193
PKD1L3,0.254
PKD2,0.295
PKD2L1,0.301
PKD2L2,0.166
PKDCC,0.206
PKDREJ,0.149
PKHD1,0.448
PKHD1L1,0.359
PKIA,0.432
PKIB,0.318
PKIG,0.327
PKLR,0.276
PKM,0.349
PKMYT1,0.449
PKN1,0.332
PKN2,0.447
PKN3,0.396
PKNOX1,0.349
PKNOX2,0.504
PKP1,0.42
PKP2,0.364
PKP3,0.418
PKP4,0.467
PLA1A,0.206
PLA2G10,0.137
PLA2G12A,0.257
PLA2G12B,0.163
PLA2G15,0.278
PLA2G1B,0.228
PLA2G2A,0.252
PLA2G2C,0.175
PLA2G2D,0.17
PLA2G2E,0.165
PLA2G2F,0.256
PLA2G3,0.341
PLA2G4A,0.328
PLA2G4B,0.277
PLA2G4C,0.316
PLA2G4D,0.289
PLA2G4E,0.312
PLA2G4F,0.277
PLA2G5,0.24
PLA2G6,0.31
PLA2G7,0.283
PLA2R1,0.254
PLAA,0.309
PLAAT1,0.294
PLAAT2,0.342
PLAAT3,0.342
PLAAT4,0.396
PLAAT5,0.064
PLAC1,0.211
PLAC8,0.222
PLAC9,0.291
PLAG1,0.251
PLAGL1,0.377
PLAGL2,0.298
PLAT,0.338
PLAU,0.236
PLAUR,0.3
PLB1,0.177
PLBD1,0.303
PLBD2,0.28
PLCB1,0.285
PLCB2,0.265
PLCB3,0.385
PLCB4,0.378
PLCD1,0.395
PLCD3,0.308
PLCD4,0.344
PLCE1,0.332
PLCG1,0.292
PLCG2,0.258
PLCH1,0.376
PLCH2,0.308
PLCL1,0.276
PLCL2,0.291
PLCXD1,0.358
PLCXD2,0.31
PLCXD3,0.358
PLCZ1,0.363
PLD1,0.356
PLD2,0.387
PLD3,0.357
PLD4,0.302
PLD5,0.126
PLD6,0.326
PLEC,0.532
PLEK,0.334
PLEK2,0.473
PLEKHA1,0.333
PLEKHA2,0.476
PLEKHA3,0.373
PLEKHA4,0.369
PLEKHA5,0.432
PLEKHA7,0.577
PLEKHA8,0.351
PLEKHB1,0.437
PLEKHB2,0.377
PLEKHF1,0.448
PLEKHF2,0.45
PLEKHG1,0.365
PLEKHG2,0.388
PLEKHG3,0.106
PLEKHG4,0.229
PLEKHG4B,0.244
PLEKHG5,0.384
PLEKHG6,0.541
PLEKHG7,0.106
PLEKHH1,0.458
PLEKHH2,0.599
PLEKHH3,0.438
PLEKHJ1,0.439
PLEKHM1,0.351
PLEKHM2,0.438
PLEKHM3,0.434
PLEKHN1,0.473
PLEKHO1,0.438
PLEKHO2,0.267
PLEKHS1,0.222
PLET1,0.206
PLG,0.327
PLGLB1,0.102
PLGLB2,0.102
PLGRKT,0.271
PLIN1,0.536
PLIN2,0.405
PLIN3,0.598
PLIN4,0.531
PLIN5,0.421
PLK1,0.431
PLK2,0.413
PLK3,0.396
PLK4,0.686
PLK5,0.361
PLLP,0.317
PLN,0.252
PLOD1,0.288
PLOD2,0.3
PLOD3,0.308
PLP1,0.278
PLP2,0.384
PLPBP,0.393
PLPP1,0.174
PLPP2,0.268
PLPP3,0.248
PLPP4,0.27
PLPP5,0.328
PLPP6,0.21
PLPP7,0.298
PLPPR1,0.248
PLPPR2,0.16
PLPPR3,0.16
PLPPR4,0.198
PLPPR5,0.2
PLRG1,0.421
PLS1,0.472
PLS3,0.588
PLSCR1,0.379
PLSCR2,0.335
PLSCR3,0.412
PLSCR4,0.402
PLSCR5,0.241
PLTP,0.201
PLVAP,0.397
PLXDC1,0.372
PLXDC2,0.258
PLXNA1,0.188
PLXNA2,0.254
PLXNA3,0.274
PLXNA4,0.16
PLXNB1,0.261
PLXNB2,0.236
PLXNB3,0.287
PLXNC1,0.295
PLXND1,0.238
PM20D1,0.164
PM20D2,0.264
PMAIP1,0.285
PMCH,0.289
PMEL,0.474
PMEPA1,0.425
PMF1,0.527
PMFBP1,0.4
PMIS2,0.064
PML,0.275
PMM1,0.393
PMM2,0.412
PMP2,0.517
PMP22,0.316
PMPCA,0.331
PMPCB,0.343
PMS1,0.389
PMS2,0.471
PMVK,0.295
PNCK,0.444
PNISR,0.438
PNKD,0.376
PNKP,0.289
PNLDC1,0.325
PNLIP,0.156
PNLIPRP1,0.17
PNLIPRP2,0.151
PNLIPRP3,0.128
PNMA1,0.517
PNMA2,0.486
PNMA3,0.375
PNMA5,0.283
PNMA6A,0.222
PNMT,0.382
PNN,0.412
PNO1,0.503
PNOC,0.268
PNP,0.357
PNPLA1,0.414
PNPLA2,0.381
PNPLA3,0.31
PNPLA4,0.377
PNPLA5,0.468
PNPLA6,0.296
PNPLA7,0.325
PNPLA8,0.279
PNPO,0.424
PNPT1,0.304
PNRC1,0.477
PNRC2,0.536
POC1A,0.682
POC1B,0.686
POC5,0.786
PODN,0.349
PODNL1,0.064
PODXL,0.392
PODXL2,0.443
POF1B,0.417
POFUT1,0.213
POFUT2,0.265
POGK,0.425
POGLUT1,0.191
POGLUT2,0.271
POGLUT3,0.311
POGZ,0.494
POLA1,0.395
POLA2,0.424
POLB,0.317
POLD1,0.338
POLD2,0.339
POLD3,0.371
POLD4,0.43
POLDIP2,0.503
POLDIP3,0.475
POLE,0.35
POLE2,0.413
POLE3,0.377
POLE4,0.448
POLG,0.341
POLG2,0.452
POLH,0.386
POLI,0.403
POLK,0.307
POLL,0.271
POLM,0.367
POLN,0.442
POLQ,0.383
POLR1A,0.346
POLR1B,0.44
POLR1C,0.413
POLR1D,0.422
POLR1E,0.38
POLR1F,0.247
POLR1G,0.443
POLR1H,0.269
POLR2A,0.323
POLR2B,0.317
POLR2C,0.429
POLR2D,0.335
POLR2E,0.303
POLR2F,0.28
POLR2G,0.291
POLR2H,0.267
POLR2I,0.269
POLR2J,0.334
POLR2J2,0.315
POLR2J3,0.315
POLR2K,0.269
POLR2L,0.303
POLR2M,0.278
POLR3A,0.346
POLR3B,0.33
POLR3C,0.374
POLR3D,0.37
POLR3E,0.376
POLR3F,0.374
POLR3G,0.401
POLR3GL,0.513
POLR3H,0.455
POLR3K,0.365
POLRMT,0.461
POM121,0.382
POM121C,0.376
POM121L12,0.293
POM121L2,0.293
POMC,0.338
POMGNT1,0.357
POMGNT2,0.379
POMK,0.215
POMP,0.591
POMT1,0.328
POMT2,0.273
POMZP3,0.347
PON1,0.232
PON2,0.378
PON3,0.273
POP1,0.342
POP4,0.342
POP5,0.332
POP7,0.404
POPDC2,0.211
POPDC3,0.217
POR,0.279
PORCN,0.33
POSTN,0.27
POT1,0.344
POTED,0.192
POTEE,0.167
POTEF,0.253
POTEI,0.176
POTEJ,0.106
POU1F1,0.308
POU2AF1,0.34
POU2AF3,0.371
POU2F1,0.391
POU2F2,0.364
POU2F3,0.342
POU3F1,0.295
POU3F2,0.277
POU3F3,0.228
POU3F4,0.322
POU4F1,0.242
POU4F2,0.235
POU4F3,0.28
POU5F1,0.354
POU5F1B,0.405
POU5F2,0.33
POU6F1,0.328
POU6F2,0.269
PP2D1,0.373
PPA1,0.398
PPA2,0.279
PPAN,0.428
PPARA,0.251
PPARD,0.213
PPARG,0.255
PPARGC1A,0.222
PPARGC1B,0.306
PPAT,0.276
PPBP,0.27
PPCDC,0.499
PPCS,0.361
PPDPF,0.075
PPDPFL,0.075
PPEF1,0.377
PPEF2,0.365
PPFIA1,0.462
PPFIA2,0.481
PPFIA3,0.423
PPFIA4,0.496
PPFIBP1,0.44
PPFIBP2,0.52
PPHLN1,0.581
PPIA,0.33
PPIAL4A,0.274
PPIAL4C,0.239
PPIAL4D,0.239
PPIAL4E,0.239
PPIAL4F,0.239
PPIAL4G,0.239
PPIAL4H,0.239
PPIB,0.392
PPIC,0.473
PPID,0.466
PPIE,0.413
PPIF,0.307
PPIG,0.49
PPIH,0.444
PPIL1,0.442
PPIL2,0.415
PPIL3,0.393
PPIL4,0.416
PPIL6,0.229
PPIP5K1,0.29
PPIP5K2,0.269
PPL,0.544
PPM1A,0.323
PPM1B,0.385
PPM1D,0.35
PPM1E,0.414
PPM1F,0.26
PPM1G,0.452
PPM1H,0.345
PPM1J,0.064
PPM1K,0.397
PPM1L,0.264
PPM1M,0.306
PPM1N,0.4
PPME1,0.425
PPOX,0.301
PPP1CA,0.344
PPP1CB,0.42
PPP1CC,0.441
PPP1R10,0.401
PPP1R11,0.384
PPP1R12A,0.543
PPP1R12B,0.528
PPP1R12C,0.56
PPP1R13B,0.516
PPP1R13L,0.37
PPP1R14A,0.343
PPP1R14B,0.313
PPP1R14C,0.321
PPP1R14D,0.312
PPP1R15A,0.389
PPP1R15B,0.374
PPP1R16A,0.346
PPP1R16B,0.349
PPP1R17,0.252
PPP1R18,0.666
PPP1R1A,0.419
PPP1R1B,0.339
PPP1R1C,0.385
PPP1R2,0.204
PPP1R21,0.102
PPP1R26,0.42
PPP1R27,0.238
PPP1R2B,0.196
PPP1R2C,0.151
PPP1R35,0.149
PPP1R36,0.149
PPP1R37,0.2
PPP1R3A,0.089
PPP1R3B,0.431
PPP1R3C,0.415
PPP1R3D,0.409
PPP1R3E,0.296
PPP1R3F,0.21
PPP1R3G,0.377
PPP1R42,0.685
PPP1R7,0.49
PPP1R8,0.357
PPP1R9A,0.425
PPP1R9B,0.381
PPP2CA,0.353
PPP2CB,0.464
PPP2R1A,0.365
PPP2R1B,0.373
PPP2R2A,0.433
PPP2R2B,0.549
PPP2R2C,0.474
PPP2R2D,0.466
PPP2R3A,0.355
PPP2R3B,0.414
PPP2R3C,0.558
PPP2R5A,0.49
PPP2R5B,0.34
PPP2R5C,0.435
PPP2R5D,0.378
PPP2R5E,0.464
PPP3CA,0.295
PPP3CB,0.315
PPP3CC,0.454
PPP3R1,0.458
PPP3R2,0.235
PPP4C,0.555
PPP4R1,0.332
PPP4R2,0.504
PPP4R3A,0.583
PPP4R3B,0.479
PPP4R4,0.466
PPP5C,0.362
PPP6C,0.495
PPP6R1,0.544
PPP6R2,0.604
PPP6R3,0.537
PPRC1,0.428
PPT1,0.267
PPT2,0.273
PPTC7,0.359
PPWD1,0.316
PPY,0.388
PQBP1,0.365
PRAC1,0.308
PRAC2,0.308
PRADC1,0.291
PRAF2,0.215
PRAG1,0.395
PRAM1,0.343
PRAME,0.391
PRAMEF1,0.306
PRAMEF10,0.306
PRAMEF11,0.306
PRAMEF12,0.306
PRAMEF13,0.306
PRAMEF14,0.306
PRAMEF17,0.306
PRAMEF18,0.306
PRAMEF19,0.306
PRAMEF2,0.306
PRAMEF20,0.306
PRAMEF25,0.306
PRAMEF26,0.371
PRAMEF27,0.306
PRAMEF33,0.306
PRAMEF4,0.306
PRAMEF5,0.306
PRAMEF6,0.306
PRAMEF7,0.306
PRAMEF8,0.306
PRAP1,0.281
PRB1,0.22
PRB2,0.241
PRB3,0.139
PRB4,0.22
PRC1,0.653
PRCC,0.475
PRCD,0.368
PRCP,0.255
PRDM1,0.277
PRDM10,0.371
PRDM11,0.347
PRDM12,0.302
PRDM13,0.308
PRDM14,0.289
PRDM15,0.299
PRDM16,0.348
PRDM2,0.301
PRDM4,0.39
PRDM5,0.38
PRDM6,0.306
PRDM7,0.426
PRDM8,0.384
PRDM9,0.36
PRDX1,0.361
PRDX2,0.388
PRDX3,0.375
PRDX4,0.39
PRDX5,0.414
PRDX6,0.372
PREB,0.4
PRELID1,0.305
PRELID2,0.264
PRELID3A,0.394
PRELID3B,0.264
PRELP,0.269
PREP,0.435
PREPL,0.55
PREX1,0.361
PREX2,0.323
PRF1,0.369
PRG2,0.318
PRG3,0.263
PRG4,0.176
PRH1,0.269
PRH2,0.269
PRICKLE1,0.349
PRICKLE2,0.392
PRICKLE3,0.605
PRICKLE4,0.383
PRIM1,0.331
PRIM2,0.341
PRIMA1,0.307
PRIMPOL,0.376
PRKAA1,0.229
PRKAA2,0.273
PRKAB1,0.421
PRKAB2,0.464
PRKACA,0.31
PRKACB,0.399
PRKACG,0.28
PRKAG1,0.333
PRKAG2,0.254
PRKAG3,0.343
PRKAR1A,0.365
PRKAR1B,0.31
PRKAR2A,0.438
PRKAR2B,0.405
PRKCA,0.291
PRKCB,0.299
PRKCD,0.26
PRKCE,0.31
PRKCG,0.246
PRKCH,0.346
PRKCI,0.33
PRKCQ,0.301
PRKCSH,0.492
PRKCZ,0.323
PRKD1,0.247
PRKD2,0.251
PRKD3,0.396
PRKDC,0.263
PRKG1,0.37
PRKG2,0.336
PRKN,0.277
PRKRA,0.355
PRKRIP1,0.396
PRKX,0.308
PRL,0.232
PRLH,0.3
PRLHR,0.284
PRLR,0.302
PRM1,0.368
PRM2,0.389
PRM3,0.402
PRMT1,0.332
PRMT2,0.379
PRMT3,0.409
PRMT5,0.345
PRMT6,0.328
PRMT7,0.323
PRMT8,0.386
PRMT9,0.395
PRND,0.259
PRNP,0.315
PROC,0.315
PROCA1,0.184
PROCR,0.492
PRODH,0.285
PRODH2,0.297
PROK1,0.212
PROK2,0.206
PROKR1,0.216
PROKR2,0.216
PROM1,0.335
PROM2,0.276
PROP1,0.344
PRORP,0.365
PROS1,0.265
PROSER2,0.222
PROX1,0.205
PROX2,0.285
PROZ,0.276
PRPF18,0.338
PRPF19,0.384
PRPF3,0.472
PRPF31,0.419
PRPF38A,0.453
PRPF38B,0.325
PRPF39,0.331
PRPF4,0.4
PRPF40A,0.472
PRPF40B,0.299
PRPF6,0.375
PRPF8,0.361
PRPH,0.472
PRPH2,0.174
PRPS1,0.357
PRPS1L1,0.306
PRPS2,0.348
PRPSAP1,0.387
PRPSAP2,0.339
PRR11,0.413
PRR12,0.289
PRR13,0.567
PRR14,0.537
PRR15,0.034
PRR16,0.264
PRR19,0.222
PRR20C,0.222
PRR20E,0.222
PRR27,0.084
PRR3,0.252
PRR4,0.088
PRR5,0.507
PRR5L,0.306
PRR7,0.308
PRR9,0.37
PRRC1,0.527
PRRC2A,0.488
PRRC2B,0.237
PRRC2C,0.475
PRRG1,0.182
PRRG2,0.303
PRRG3,0.191
PRRG4,0.347
PRRT1,0.117
PRRT1B,0.103
PRRT2,0.27
PRRT3,0.064
PRRT4,0.064
PRRX1,0.273
PRRX2,0.292
PRSS1,0.192
PRSS12,0.274
PRSS16,0.275
PRSS2,0.271
PRSS21,0.362
PRSS22,0.166
PRSS23,0.296
PRSS27,0.166
PRSS3,0.288
PRSS33,0.327
PRSS35,0.291
PRSS36,0.331
PRSS37,0.266
PRSS38,0.123
PRSS41,0.351
PRSS48,0.103
PRSS50,0.335
PRSS51,0.123
PRSS53,0.331
PRSS54,0.103
PRSS55,0.341
PRSS56,0.273
PRSS57,0.223
PRSS58,0.262
PRSS8,0.261
PRTFDC1,0.489
PRTG,0.253
PRTN3,0.317
PRUNE1,0.453
PRUNE2,0.386
PRX,0.467
PRXL2A,0.356
PRXL2B,0.396
PRXL2C,0.111
PSAP,0.274
PSAPL1,0.316
PSAT1,0.334
PSCA,0.261
PSD,0.363
PSD2,0.258
PSD3,0.243
PSD4,0.216
PSEN1,0.243
PSEN2,0.404
PSENEN,0.337
PSG1,0.291
PSG11,0.115
PSG2,0.228
PSG3,0.118
PSG4,0.115
PSG5,0.287
PSG6,0.192
PSG7,0.115
PSG8,0.102
PSG9,0.115
PSIP1,0.471
PSKH1,0.491
PSKH2,0.075
PSMA1,0.477
PSMA2,0.41
PSMA3,0.402
PSMA4,0.438
PSMA5,0.41
PSMA6,0.41
PSMA7,0.428
PSMA8,0.358
PSMB1,0.399
PSMB10,0.413
PSMB11,0.334
PSMB2,0.385
PSMB3,0.416
PSMB4,0.402
PSMB5,0.453
PSMB6,0.391
PSMB7,0.408
PSMB8,0.382
PSMB9,0.396
PSMC1,0.416
PSMC2,0.418
PSMC3,0.375
PSMC3IP,0.323
PSMC4,0.39
PSMC5,0.392
PSMC6,0.418
PSMD1,0.415
PSMD10,0.413
PSMD11,0.445
PSMD12,0.381
PSMD13,0.413
PSMD14,0.349
PSMD2,0.404
PSMD3,0.403
PSMD4,0.523
PSMD5,0.516
PSMD6,0.399
PSMD7,0.441
PSMD8,0.41
PSMD9,0.453
PSME1,0.429
PSME2,0.436
PSME3,0.485
PSME3IP1,0.42
PSME4,0.416
PSMF1,0.457
PSMG1,0.565
PSMG2,0.545
PSMG4,0.105
PSORS1C2,0.241
PSPC1,0.396
PSPH,0.366
PSPN,0.259
PSRC1,0.609
PSTK,0.12
PSTPIP1,0.536
PSTPIP2,0.638
PTAFR,0.164
PTAR1,0.366
PTBP1,0.295
PTBP2,0.292
PTBP3,0.279
PTCD1,0.38
PTCD2,0.334
PTCD3,0.484
PTCH1,0.237
PTCH2,0.277
PTCHD1,0.237
PTCHD3,0.247
PTCHD4,0.235
PTCRA,0.256
PTDSS1,0.286
PTDSS2,0.275
PTEN,0.218
PTER,0.205
PTF1A,0.32
PTGDR,0.26
PTGDR2,0.218
PTGDS,0.399
PTGER1,0.222
PTGER2,0.172
PTGER3,0.232
PTGER4,0.198
PTGES,0.255
PTGES2,0.405
PTGES3,0.428
PTGES3L,0.585
PTGFR,0.237
PTGFRN,0.526
PTGIR,0.318
PTGIS,0.265
PTGR1,0.286
PTGR2,0.33
PTGR3,0.311
PTGS1,0.318
PTGS2,0.189
PTH,0.195
PTH1R,0.305
PTH2,0.144
PTH2R,0.317
PTHLH,0.322
PTK2,0.306
PTK2B,0.218
PTK6,0.351
PTK7,0.206
PTMA,0.581
PTMS,0.301
