Symbols,Score
RNF40,0.465
RNF41,0.422
RNF43,0.433
RNF44,0.073
RNF5,0.432
RNF6,0.454
RNF7,0.485
RNF8,0.506
RNFT1,0.322
RNFT2,0.124
RNGTT,0.404
RNH1,0.378
RNLS,0.188
RNMT,0.407
RNPC3,0.31
RNPEP,0.28
RNPEPL1,0.129
RNPS1,0.406
RO60,0.416
ROBO1,0.348
ROBO2,0.323
ROBO3,0.339
ROBO4,0.295
ROCK1,0.422
ROCK2,0.457
ROGDI,0.332
ROM1,0.204
ROMO1,0.274
ROPN1,0.492
ROPN1B,0.437
ROPN1L,0.418
ROR1,0.439
ROR2,0.425
RORA,0.317
RORB,0.332
RORC,0.335
ROS1,0.508
RP1,0.435
RP1L1,0.339
RP2,0.505
RP9,0.408
RPA1,0.403
RPA2,0.428
RPA3,0.415
RPA4,0.433
RPAIN,0.397
RPAP1,0.364
RPAP2,0.491
RPAP3,0.334
RPE,0.385
RPE65,0.272
RPEL1,0.317
RPF1,0.389
RPF2,0.356
RPGR,0.465
RPGRIP1,0.342
RPGRIP1L,0.485
RPH3A,0.379
RPH3AL,0.373
RPIA,0.434
RPL10,0.437
RPL10A,0.41
RPL10L,0.379
RPL11,0.407
RPL12,0.449
RPL13,0.465
RPL13A,0.391
RPL14,0.4
RPL15,0.448
RPL17,0.422
RPL18,0.41
RPL18A,0.406
RPL19,0.4
RPL21,0.412
RPL22,0.408
RPL22L1,0.282
RPL23,0.417
RPL23A,0.476
RPL24,0.466
RPL26,0.415
RPL26L1,0.291
RPL27,0.411
RPL27A,0.412
RPL28,0.41
RPL29,0.388
RPL3,0.452
RPL30,0.382
RPL31,0.402
RPL32,0.362
RPL34,0.374
RPL35,0.388
RPL35A,0.393
RPL36,0.416
RPL36A,0.459
RPL36AL,0.456
RPL37,0.338
RPL37A,0.403
RPL38,0.365
RPL39,0.318
RPL39L,0.353
RPL3L,0.369
RPL4,0.442
RPL41,0.356
RPL5,0.413
RPL6,0.419
RPL7,0.429
RPL7A,0.457
RPL7L1,0.352
RPL8,0.351
RPL9,0.427
RPLP0,0.431
RPLP1,0.39
RPLP2,0.379
RPN1,0.454
RPN2,0.406
RPP14,0.295
RPP21,0.28
RPP25,0.398
RPP25L,0.331
RPP30,0.364
RPP38,0.442
RPP40,0.29
RPRD1A,0.387
RPRD1B,0.543
RPRD2,0.29
RPRM,0.435
RPRML,0.057
RPS10,0.487
RPS11,0.463
RPS12,0.396
RPS13,0.44
RPS14,0.428
RPS15,0.441
RPS15A,0.441
RPS16,0.411
RPS17,0.38
RPS18,0.438
RPS19,0.424
RPS19BP1,0.469
RPS2,0.441
RPS20,0.414
RPS21,0.419
RPS23,0.491
RPS24,0.424
RPS25,0.48
RPS26,0.441
RPS27,0.438
RPS27A,0.389
RPS27L,0.395
RPS28,0.439
RPS29,0.376
RPS3,0.421
RPS3A,0.472
RPS4X,0.432
RPS4Y1,0.389
RPS4Y2,0.317
RPS5,0.416
RPS6,0.467
RPS6KA1,0.529
RPS6KA2,0.602
RPS6KA3,0.511
RPS6KA4,0.546
RPS6KA5,0.506
RPS6KA6,0.563
RPS6KB1,0.425
RPS6KB2,0.548
RPS6KC1,0.531
RPS6KL1,0.481
RPS7,0.435
RPS8,0.366
RPS9,0.444
RPSA,0.441
RPTN,0.334
RPTOR,0.409
RPUSD1,0.235
RPUSD2,0.207
RPUSD3,0.356
RPUSD4,0.354
RRAD,0.36
RRAGA,0.427
RRAGB,0.417
RRAGC,0.415
RRAGD,0.47
RRAS,0.373
RRAS2,0.406
RRBP1,0.364
RREB1,0.343
RRH,0.242
RRM1,0.494
RRM2,0.396
RRM2B,0.395
RRN3,0.362
RRP1,0.394
RRP12,0.305
RRP15,0.083
RRP1B,0.417
RRP36,0.345
RRP7A,0.474
RRP8,0.48
RRP9,0.351
RRS1,0.451
RS1,0.255
RSAD1,0.282
RSAD2,0.403
RSBN1,0.331
RSBN1L,0.183
RSC1A1,0.291
RSF1,0.414
RSKR,0.311
RSL1D1,0.376
RSL24D1,0.458
RSPH1,0.556
RSPH14,0.284
RSPH3,0.418
RSPH4A,0.459
RSPH9,0.436
RSPO1,0.387
RSPO2,0.332
RSPO3,0.262
RSPO4,0.222
RSPRY1,0.126
RSRC1,0.432
RSRC2,0.071
RSRP1,0.157
RSU1,0.366
RTBDN,0.171
RTCA,0.371
RTCB,0.524
RTEL1,0.419
RTF1,0.421
RTF2,0.355
RTKN,0.445
RTKN2,0.301
RTL1,0.125
RTL10,0.355
RTL3,0.255
RTL4,0.142
RTL8A,0.157
RTL8B,0.157
RTL8C,0.199
RTN1,0.328
RTN2,0.368
RTN3,0.392
RTN4,0.386
RTN4IP1,0.294
RTN4R,0.338
RTN4RL1,0.333
RTN4RL2,0.277
RTP1,0.276
RTP2,0.334
RTP3,0.369
RTP4,0.358
RTP5,0.312
RTRAF,0.511
RTTN,0.488
RUBCN,0.407
RUFY1,0.46
RUFY2,0.383
RUFY3,0.372
RUFY4,0.393
RUNDC1,0.201
RUNDC3A,0.391
RUNX1,0.385
RUNX1T1,0.404
RUNX2,0.415
RUNX3,0.509
RUSC1,0.512
RUSC2,0.403
RUSF1,0.087
RUVBL1,0.486
RUVBL2,0.468
RWDD1,0.37
RWDD2B,0.284
RWDD3,0.392
RXFP1,0.323
RXFP2,0.28
RXFP3,0.252
RXFP4,0.327
RXRA,0.36
RXRB,0.346
RXRG,0.343
RXYLT1,0.332
RYBP,0.436
RYK,0.438
RYR1,0.386
RYR2,0.3
RYR3,0.325
S100A1,0.414
S100A10,0.338
S100A11,0.398
S100A12,0.379
S100A13,0.453
S100A14,0.384
S100A16,0.444
S100A2,0.296
S100A3,0.345
S100A4,0.445
S100A5,0.296
S100A6,0.466
S100A7,0.348
S100A7A,0.317
S100A8,0.351
S100A9,0.368
S100B,0.39
S100G,0.221
S100P,0.423
S100PBP,0.378
S100Z,0.241
S1PR1,0.368
S1PR2,0.386
S1PR3,0.321
S1PR4,0.32
S1PR5,0.233
SAA1,0.294
SAA2,0.152
SAA4,0.158
SAAL1,0.181
SAC3D1,0.597
SACM1L,0.344
SACS,0.409
SAE1,0.484
SAFB,0.393
SAFB2,0.477
SAG,0.369
SAGE1,0.273
SALL1,0.388
SALL2,0.35
SALL3,0.284
SALL4,0.411
SAMD1,0.198
SAMD11,0.183
SAMD14,0.403
SAMD3,0.157
SAMD4A,0.398
SAMD4B,0.341
SAMD5,0.14
SAMD7,0.257
SAMD8,0.373
SAMD9,0.451
SAMD9L,0.391
SAMHD1,0.403
SAMM50,0.378
SAMSN1,0.386
SAP130,0.211
SAP18,0.431
SAP25,0.266
SAP30,0.414
SAP30BP,0.439
SAP30L,0.462
SAPCD2,0.475
SAR1A,0.401
SAR1B,0.371
SARAF,0.328
SARDH,0.315
SARM1,0.388
SARNP,0.414
SARS1,0.421
SARS2,0.378
SART1,0.468
SART3,0.43
SASH1,0.299
SASH3,0.217
SASS6,0.686
SAT1,0.406
SAT2,0.374
SATB1,0.421
SATB2,0.408
SATL1,0.29
SAV1,0.432
SAXO1,0.495
SAXO2,0.468
SAXO4,0.182
SAYSD1,0.22
SBDS,0.52
SBF1,0.389
SBF2,0.428
SBK1,0.474
SBK2,0.473
SBK3,0.311
SBNO1,0.298
SBNO2,0.227
SBSN,0.181
SBSPON,0.151
SC5D,0.239
SCAF1,0.338
SCAF11,0.44
SCAF4,0.244
SCAF8,0.43
SCAI,0.398
SCAMP1,0.363
SCAMP2,0.361
SCAMP3,0.313
SCAMP4,0.234
SCAMP5,0.364
SCAND1,0.371
SCAND3,0.157
SCAP,0.355
SCAPER,0.329
SCARA3,0.32
SCARA5,0.229
SCARB1,0.309
SCARB2,0.36
SCARF1,0.279
SCARF2,0.212
SCART1,0.319
SCCPDH,0.362
SCD,0.363
SCD5,0.248
SCEL,0.407
SCFD1,0.421
SCFD2,0.221
SCG2,0.367
SCG3,0.34
SCG5,0.371
SCGB1A1,0.313
SCGB1C1,0.059
SCGB1C2,0.059
SCGB1D1,0.146
SCGB1D2,0.045
SCGB1D4,0.045
SCGB2A1,0.182
SCGB2A2,0.272
SCGB2B2,0.059
SCGB3A1,0.206
SCGB3A2,0.165
SCGN,0.33
SCHIP1,0.377
SCIMP,0.347
SCIN,0.389
SCLT1,0.566
SCLY,0.415
SCMH1,0.413
SCML1,0.293
SCML2,0.385
SCML4,0.185
SCN10A,0.265
SCN11A,0.184
SCN1A,0.265
SCN1B,0.251
SCN2A,0.233
SCN2B,0.16
SCN3A,0.251
SCN3B,0.261
SCN4A,0.196
SCN4B,0.212
SCN5A,0.329
SCN7A,0.181
SCN8A,0.38
SCN9A,0.217
SCNM1,0.39
SCNN1A,0.362
SCNN1B,0.33
SCNN1D,0.363
SCNN1G,0.337
SCO1,0.372
SCO2,0.4
SCOC,0.431
SCP2,0.428
SCP2D1,0.044
SCPEP1,0.266
SCRG1,0.35
SCRIB,0.322
SCRN1,0.431
SCRN2,0.285
SCRN3,0.132
SCRT1,0.293
SCRT2,0.286
SCT,0.287
SCTR,0.341
SCUBE1,0.377
SCUBE2,0.271
SCUBE3,0.355
SCX,0.317
SCYGR1,0.181
SCYGR10,0.181
SCYGR2,0.181
SCYGR3,0.181
SCYGR4,0.181
SCYGR5,0.181
SCYGR6,0.181
SCYGR7,0.181
SCYGR8,0.181
SCYL1,0.553
SCYL2,0.515
SCYL3,0.503
SDAD1,0.386
SDC1,0.387
SDC2,0.43
SDC3,0.39
SDC4,0.413
SDCBP,0.465
SDCBP2,0.511
SDCCAG8,0.678
SDE2,0.438
SDF2,0.267
SDF2L1,0.386
SDF4,0.402
SDHA,0.417
SDHAF1,0.404
SDHAF2,0.512
SDHAF3,0.264
SDHAF4,0.309
SDHB,0.397
SDHC,0.308
SDHD,0.313
SDIM1,0.271
SDK1,0.328
SDK2,0.241
SDR16C5,0.395
SDR39U1,0.262
SDR42E1,0.152
SDR42E2,0.111
SDR9C7,0.347
SDS,0.346
SDSL,0.372
SEBOX,0.336
SEC11A,0.28
SEC11C,0.28
SEC13,0.428
SEC14L1,0.421
SEC14L2,0.336
SEC14L3,0.143
SEC14L4,0.178
SEC16A,0.399
SEC16B,0.417
SEC22A,0.316
SEC22B,0.395
SEC22C,0.339
SEC23A,0.358
SEC23B,0.398
SEC23IP,0.457
SEC24A,0.365
SEC24B,0.349
SEC24C,0.385
SEC24D,0.401
SEC31A,0.433
SEC31B,0.317
SEC61A1,0.38
SEC61A2,0.339
SEC61B,0.378
SEC61G,0.345
SEC62,0.295
SEC63,0.378
SECISBP2,0.393
SECISBP2L,0.257
SECTM1,0.31
SEH1L,0.391
SEL1L,0.383
SEL1L2,0.057
SEL1L3,0.234
SELE,0.365
SELENBP1,0.434
SELENOF,0.356
SELENOH,0.28
SELENOI,0.315
SELENOK,0.368
SELENOM,0.371
SELENON,0.33
SELENOO,0.187
SELENOP,0.271
SELENOS,0.344
SELENOT,0.308
SELENOV,0.353
SELENOW,0.283
SELL,0.361
SELP,0.317
SELPLG,0.322
SEM1,0.049
SEMA3A,0.27
SEMA3B,0.341
SEMA3C,0.268
SEMA3D,0.276
SEMA3E,0.319
SEMA3F,0.269
SEMA3G,0.293
SEMA4A,0.417
SEMA4B,0.31
SEMA4C,0.361
SEMA4D,0.32
SEMA4F,0.361
SEMA4G,0.322
SEMA5A,0.291
SEMA5B,0.232
SEMA6A,0.32
SEMA6B,0.261
SEMA6C,0.278
SEMA6D,0.349
SEMA7A,0.342
SEMG1,0.341
SEMG2,0.371
SENP1,0.425
SENP2,0.486
SENP3,0.489
SENP5,0.495
SENP6,0.533
SENP7,0.416
SENP8,0.328
SEPHS1,0.549
SEPHS2,0.418
SEPSECS,0.425
SEPTIN1,0.523
SEPTIN10,0.479
SEPTIN11,0.444
SEPTIN12,0.568
SEPTIN14,0.479
SEPTIN2,0.559
SEPTIN3,0.495
SEPTIN4,0.482
SEPTIN5,0.468
SEPTIN6,0.551
SEPTIN7,0.586
SEPTIN8,0.478
SEPTIN9,0.544
SERAC1,0.332
SERBP1,0.453
SERF1A,0.202
SERF1B,0.202
SERF2,0.361
SERGEF,0.482
SERHL2,0.337
SERINC1,0.4
SERINC2,0.15
SERINC3,0.276
SERINC4,0.114
SERINC5,0.279
SERP1,0.442
SERP2,0.365
SERPINA1,0.421
SERPINA10,0.307
SERPINA11,0.1
SERPINA12,0.2
SERPINA2,0.327
SERPINA3,0.306
SERPINA4,0.193
SERPINA5,0.312
SERPINA6,0.16
SERPINA7,0.122
SERPINA9,0.242
SERPINB1,0.198
SERPINB10,0.266
SERPINB11,0.236
SERPINB12,0.368
SERPINB13,0.372
SERPINB2,0.258
SERPINB3,0.313
SERPINB4,0.319
SERPINB5,0.397
SERPINB6,0.329
SERPINB7,0.231
SERPINB8,0.354
SERPINB9,0.361
SERPINC1,0.383
SERPIND1,0.29
SERPINE1,0.274
SERPINE2,0.332
SERPINE3,0.1
SERPINF1,0.273
SERPINF2,0.298
SERPING1,0.263
SERPINH1,0.367
SERPINI1,0.263
SERPINI2,0.224
SERTAD1,0.419
SERTAD2,0.362
SERTAD3,0.405
SERTAD4,0.183
SERTM1,0.206
SERTM2,0.057
SESN1,0.381
SESN2,0.33
SESN3,0.315
SESTD1,0.341
SET,0.456
SETBP1,0.421
SETD1A,0.47
SETD1B,0.515
SETD2,0.435
SETD3,0.363
SETD4,0.141
SETD5,0.326
SETD6,0.476
SETD7,0.496
SETD9,0.253
SETDB1,0.498
SETDB2,0.491
SETMAR,0.433
SETSIP,0.456
SETX,0.422
SEZ6,0.298
SEZ6L,0.25
SEZ6L2,0.206
SF1,0.461
SF3A1,0.417
SF3A2,0.409
SF3A3,0.392
SF3B1,0.427
SF3B2,0.392
SF3B3,0.453
SF3B4,0.416
SF3B5,0.335
SF3B6,0.396
SFI1,0.675
SFMBT1,0.431
SFMBT2,0.391
SFN,0.443
SFPQ,0.408
SFR1,0.367
SFRP1,0.295
SFRP2,0.247
SFRP4,0.347
SFRP5,0.254
SFSWAP,0.358
SFT2D1,0.088
SFT2D2,0.192
SFT2D3,0.088
SFTA2,0.195
SFTPA1,0.363
SFTPA2,0.331
SFTPB,0.343
SFTPC,0.407
SFTPD,0.354
SFXN1,0.267
SFXN2,0.205
SFXN3,0.243
SFXN4,0.25
SFXN5,0.184
SGCA,0.436
SGCB,0.377
SGCD,0.343
SGCE,0.364
SGCG,0.473
SGCZ,0.379
SGF29,0.412
SGIP1,0.493
SGK1,0.48
SGK2,0.475
SGK3,0.497
SGMS1,0.354
SGMS2,0.362
SGO1,0.56
SGO2,0.494
SGPL1,0.374
SGPP1,0.339
SGPP2,0.278
SGSH,0.277
SGSM1,0.327
SGSM2,0.265
SGSM3,0.351
SGTA,0.45
SGTB,0.403
SH2B1,0.463
SH2B2,0.45
SH2B3,0.428
SH2D1A,0.368
SH2D1B,0.349
SH2D2A,0.445
SH2D3A,0.292
SH2D3C,0.427
SH2D4A,0.407
SH2D4B,0.199
SH2D5,0.142
SH2D6,0.327
SH2D7,0.199
SH3BGR,0.39
SH3BGRL,0.346
SH3BGRL2,0.297
SH3BGRL3,0.328
SH3BP1,0.428
SH3BP2,0.281
SH3BP4,0.379
SH3BP5,0.463
SH3BP5L,0.29
SH3D19,0.498
SH3D21,0.263
SH3GL1,0.489
SH3GL2,0.419
SH3GL3,0.389
SH3GLB1,0.443
SH3GLB2,0.462
SH3KBP1,0.459
SH3PXD2A,0.429
SH3PXD2B,0.402
SH3RF1,0.418
SH3RF2,0.4
SH3RF3,0.266
SH3TC1,0.134
SH3TC2,0.275
SH3YL1,0.324
SHANK1,0.37
SHANK2,0.392
SHANK3,0.374
SHARPIN,0.447
SHB,0.494
SHBG,0.23
SHC1,0.403
SHC2,0.434
SHC3,0.423
SHC4,0.38
SHCBP1,0.456
SHCBP1L,0.373
SHD,0.178
SHE,0.178
SHF,0.148
SHFL,0.389
SHH,0.303
SHISA2,0.26
SHISA3,0.357
SHISA4,0.057
SHISA5,0.433
SHISA6,0.26
SHISA7,0.248
SHISA8,0.194
SHISA9,0.264
SHISAL1,0.057
SHISAL2A,0.057
SHISAL2B,0.057
SHKBP1,0.364
SHLD1,0.396
SHLD2,0.406
SHLD3,0.396
SHMT1,0.386
SHMT2,0.439
SHOC1,0.297
SHOC2,0.478
SHOX,0.387
SHOX2,0.301
SHPK,0.397
SHPRH,0.48
SHQ1,0.458
SHROOM1,0.41
SHROOM2,0.408
SHROOM3,0.415
SHROOM4,0.459
SHTN1,0.439
SI,0.322
SIAE,0.233
SIAH1,0.487
SIAH2,0.459
SIAH3,0.392
SIDT1,0.139
SIDT2,0.308
SIGIRR,0.31
SIGLEC1,0.234
SIGLEC10,0.319
SIGLEC11,0.279
SIGLEC12,0.179
SIGLEC14,0.268
SIGLEC15,0.215
SIGLEC16,0.299
SIGLEC5,0.334
SIGLEC6,0.303
SIGLEC7,0.275
SIGLEC8,0.281
SIGLEC9,0.355
SIGLECL1,0.057
SIGMAR1,0.405
SIK1,0.513
SIK2,0.547
SIK3,0.615
SIKE1,0.36
SIL1,0.43
SIM1,0.356
SIM2,0.386
SIMC1,0.095
SIN3A,0.407
SIN3B,0.528
SINHCAF,0.339
SIPA1,0.43
SIPA1L1,0.383
SIPA1L2,0.158
SIPA1L3,0.342
SIRPA,0.28
SIRPB1,0.352
SIRPB2,0.15
SIRPD,0.145
SIRPG,0.319
SIRT1,0.352
SIRT2,0.438
SIRT3,0.458
SIRT4,0.381
SIRT5,0.433
SIRT6,0.39
SIRT7,0.488
SIT1,0.355
SIVA1,0.416
SIX1,0.329
SIX2,0.321
SIX3,0.349
SIX4,0.312
SIX5,0.383
SIX6,0.282
SKA1,0.511
SKA2,0.484
SKA3,0.477
SKAP1,0.453
SKAP2,0.493
SKI,0.379
SKIC2,0.386
SKIC3,0.476
SKIC8,0.465
SKIL,0.359
SKOR1,0.339
SKOR2,0.361
SKP1,0.588
SKP2,0.522
SLA,0.479
SLA2,0.408
SLAIN1,0.419
SLAIN2,0.561
SLAMF1,0.322
SLAMF6,0.288
SLAMF7,0.296
SLAMF8,0.277
SLAMF9,0.187
SLBP,0.477
SLC10A1,0.235
SLC10A2,0.201
SLC10A3,0.108
SLC10A4,0.171
SLC10A5,0.109
SLC10A6,0.173
SLC10A7,0.235
SLC11A1,0.221
SLC11A2,0.325
SLC12A1,0.196
SLC12A2,0.255
SLC12A3,0.322
SLC12A4,0.27
SLC12A5,0.203
SLC12A6,0.222
SLC12A7,0.246
SLC12A8,0.179
SLC12A9,0.191
SLC13A1,0.155
SLC13A2,0.19
SLC13A3,0.158
SLC13A4,0.167
SLC13A5,0.157
SLC14A1,0.319
SLC14A2,0.285
SLC15A1,0.192
SLC15A2,0.261
SLC15A3,0.309
SLC15A4,0.265
SLC15A5,0.2
SLC16A1,0.374
SLC16A10,0.204
SLC16A11,0.328
SLC16A12,0.179
SLC16A13,0.247
SLC16A14,0.147
SLC16A2,0.21
SLC16A3,0.328
SLC16A4,0.155
SLC16A5,0.155
SLC16A6,0.155
SLC16A7,0.17
SLC16A8,0.206
SLC16A9,0.269
SLC17A1,0.25
SLC17A2,0.252
SLC17A3,0.275
SLC17A4,0.273
SLC17A5,0.256
SLC17A6,0.193
SLC17A7,0.215
SLC17A8,0.225
SLC17A9,0.162
SLC18A1,0.207
SLC18A2,0.221
SLC18A3,0.248
SLC18B1,0.087
SLC19A1,0.241
SLC19A2,0.277
SLC19A3,0.196
SLC1A1,0.261
SLC1A2,0.276
SLC1A3,0.219
SLC1A4,0.258
SLC1A5,0.295
SLC1A6,0.288
SLC1A7,0.179
SLC20A1,0.239
SLC20A2,0.204
SLC22A1,0.281
SLC22A10,0.127
SLC22A11,0.315
SLC22A12,0.303
SLC22A13,0.214
SLC22A14,0.15
SLC22A15,0.127
SLC22A16,0.233
SLC22A17,0.248
SLC22A18,0.322
SLC22A2,0.227
SLC22A23,0.224
SLC22A24,0.09
SLC22A25,0.087
SLC22A3,0.26
SLC22A31,0.127
SLC22A4,0.378
SLC22A5,0.32
SLC22A6,0.312
SLC22A7,0.306
SLC22A8,0.2
SLC22A9,0.164
SLC23A1,0.36
SLC23A2,0.315
SLC23A3,0.144
SLC24A1,0.259
SLC24A2,0.236
SLC24A3,0.177
SLC24A4,0.252
SLC24A5,0.227
SLC25A1,0.218
SLC25A10,0.286
SLC25A11,0.3
SLC25A12,0.292
SLC25A13,0.306
SLC25A14,0.211
SLC25A15,0.201
SLC25A16,0.251
SLC25A17,0.259
SLC25A18,0.258
SLC25A19,0.228
SLC25A2,0.201
SLC25A20,0.266
SLC25A21,0.2
SLC25A22,0.172
SLC25A23,0.327
SLC25A24,0.273
SLC25A25,0.241
SLC25A26,0.229
SLC25A27,0.285
SLC25A28,0.179
SLC25A29,0.188
SLC25A3,0.291
SLC25A30,0.279
SLC25A31,0.245
SLC25A32,0.234
SLC25A33,0.28
SLC25A34,0.24
SLC25A35,0.218
SLC25A36,0.286
SLC25A37,0.179
SLC25A38,0.265
SLC25A39,0.224
SLC25A4,0.347
SLC25A40,0.218
SLC25A41,0.186
SLC25A42,0.216
SLC25A43,0.218
SLC25A44,0.218
SLC25A45,0.18
SLC25A46,0.387
SLC25A47,0.18
SLC25A48,0.286
SLC25A5,0.384
SLC25A51,0.218
SLC25A52,0.218
SLC25A53,0.218
SLC25A6,0.326
SLC26A1,0.194
SLC26A11,0.304
SLC26A2,0.212
SLC26A3,0.278
SLC26A4,0.194
SLC26A5,0.312
SLC26A6,0.255
SLC26A7,0.242
SLC26A8,0.281
SLC26A9,0.24
SLC27A1,0.359
SLC27A2,0.38
SLC27A3,0.306
SLC27A4,0.282
SLC27A5,0.33
SLC27A6,0.256
SLC28A1,0.205
SLC28A2,0.219
SLC28A3,0.2
SLC29A1,0.255
SLC29A2,0.308
SLC29A3,0.358
SLC29A4,0.208
SLC2A1,0.405
SLC2A10,0.242
SLC2A11,0.253
SLC2A12,0.239
SLC2A13,0.185
SLC2A14,0.309
SLC2A2,0.272
SLC2A3,0.264
SLC2A4,0.372
SLC2A4RG,0.34
SLC2A5,0.244
SLC2A6,0.178
SLC2A7,0.185
SLC2A8,0.282
SLC2A9,0.237
SLC30A1,0.342
SLC30A10,0.339
SLC30A2,0.395
SLC30A3,0.347
SLC30A4,0.356
SLC30A5,0.326
SLC30A6,0.218
SLC30A7,0.285
SLC30A8,0.318
SLC30A9,0.348
SLC31A1,0.314
SLC31A2,0.234
SLC32A1,0.221
SLC33A1,0.24
SLC34A1,0.349
SLC34A2,0.304
SLC34A3,0.206
SLC35A1,0.292
SLC35A2,0.267
SLC35A3,0.342
SLC35A4,0.209
SLC35A5,0.209
SLC35B1,0.247
SLC35B2,0.262
SLC35B3,0.223
SLC35B4,0.318
SLC35C1,0.279
SLC35C2,0.334
SLC35D1,0.256
SLC35D2,0.247
SLC35D3,0.261
SLC35E1,0.223
SLC35E2B,0.257
SLC35E3,0.22
SLC35E4,0.219
SLC35F1,0.127
SLC35F2,0.213
SLC35F3,0.075
SLC35F4,0.127
SLC35F5,0.057
SLC35F6,0.428
SLC35G1,0.334
SLC35G2,0.239
SLC35G3,0.057
SLC35G4,0.057
SLC35G5,0.057
SLC35G6,0.057
SLC36A1,0.206
SLC36A2,0.207
SLC36A3,0.088
SLC36A4,0.152
SLC37A1,0.197
SLC37A2,0.19
SLC37A3,0.238
SLC37A4,0.252
SLC38A1,0.248
SLC38A10,0.235
SLC38A11,0.092
SLC38A2,0.269
SLC38A3,0.193
SLC38A4,0.181
SLC38A5,0.174
SLC38A6,0.181
SLC38A7,0.174
SLC38A8,0.092
SLC38A9,0.402
SLC39A1,0.325
SLC39A10,0.16
SLC39A11,0.295
SLC39A12,0.282
SLC39A13,0.364
SLC39A14,0.245
SLC39A2,0.239
SLC39A3,0.251
SLC39A4,0.301
SLC39A5,0.256
SLC39A6,0.258
SLC39A7,0.364
SLC39A8,0.184
SLC39A9,0.105
SLC3A1,0.338
SLC3A2,0.381
SLC40A1,0.397
SLC41A1,0.201
SLC41A2,0.275
SLC41A3,0.29
SLC43A1,0.173
SLC43A2,0.164
SLC43A3,0.211
SLC44A1,0.304
SLC44A2,0.234
SLC44A3,0.301
SLC44A4,0.248
SLC44A5,0.202
SLC45A1,0.12
SLC45A2,0.178
SLC45A3,0.206
SLC45A4,0.11
SLC46A1,0.273
SLC46A2,0.226
SLC46A3,0.196
SLC47A1,0.19
SLC47A2,0.189
SLC48A1,0.322
SLC49A3,0.087
SLC49A4,0.215
SLC4A1,0.361
SLC4A10,0.212
SLC4A11,0.215
SLC4A1AP,0.427
SLC4A2,0.285
SLC4A3,0.187
SLC4A4,0.283
SLC4A5,0.251
SLC4A7,0.277
SLC4A8,0.189
SLC4A9,0.194
SLC50A1,0.285
SLC51A,0.321
SLC51B,0.264
SLC52A1,0.239
SLC52A2,0.31
SLC52A3,0.318
SLC5A1,0.276
SLC5A10,0.162
SLC5A11,0.278
SLC5A12,0.194
SLC5A2,0.179
SLC5A3,0.226
SLC5A4,0.165
SLC5A5,0.237
SLC5A6,0.195
SLC5A7,0.213
SLC5A8,0.208
SLC5A9,0.158
SLC66A1,0.203
SLC66A2,0.279
SLC66A3,0.057
SLC6A1,0.282
SLC6A11,0.321
SLC6A12,0.284
SLC6A13,0.246
SLC6A14,0.201
SLC6A15,0.185
SLC6A16,0.201
SLC6A17,0.198
SLC6A18,0.21
SLC6A19,0.284
SLC6A2,0.318
SLC6A20,0.276
SLC6A3,0.326
SLC6A4,0.34
SLC6A5,0.223
SLC6A6,0.206
SLC6A7,0.182
SLC6A8,0.233
SLC6A9,0.227
SLC7A1,0.252
SLC7A10,0.182
SLC7A11,0.324
SLC7A13,0.087
SLC7A14,0.205
SLC7A2,0.203
SLC7A3,0.156
SLC7A4,0.135
SLC7A5,0.412
SLC7A6,0.336
SLC7A6OS,0.301
SLC7A7,0.27
SLC7A8,0.329
SLC7A9,0.33
SLC8A1,0.302
SLC8A2,0.294
SLC8A3,0.336
SLC8B1,0.257
SLC9A1,0.327
SLC9A2,0.163
SLC9A3,0.305
SLC9A4,0.234
SLC9A5,0.161
SLC9A6,0.296
SLC9A7,0.343
SLC9A8,0.203
SLC9A9,0.294
SLC9B1,0.191
SLC9B2,0.32
SLC9C1,0.227
SLC9C2,0.16
SLCO1A2,0.184
SLCO1B1,0.21
SLCO1B3,0.207
SLCO1B7,0.14
SLCO1C1,0.187
SLCO2A1,0.202
SLCO2B1,0.187
SLCO3A1,0.187
SLCO4A1,0.194
SLCO4C1,0.282
SLCO5A1,0.144
SLCO6A1,0.144
SLF1,0.488
SLF2,0.426
SLFN11,0.477
SLFN12,0.121
SLFN12L,0.17
SLFN13,0.327
SLFN14,0.374
SLFN5,0.377
SLFNL1,0.121
SLIRP,0.417
SLIT1,0.264
SLIT2,0.318
SLIT3,0.296
SLITRK1,0.32
SLITRK2,0.234
SLITRK3,0.239
SLITRK4,0.233
SLITRK5,0.231
SLITRK6,0.254
SLK,0.571
SLMAP,0.406
SLN,0.295
SLPI,0.259
SLTM,0.333
SLU7,0.432
SLURP1,0.257
SLURP2,0.189
SLX1A,0.375
SLX1B,0.375
SLX4,0.417
SLX4IP,0.157
SLX9,0.371
SMAD1,0.416
SMAD2,0.409
SMAD3,0.359
SMAD4,0.368
SMAD5,0.433
SMAD6,0.392
SMAD7,0.402
SMAD9,0.422
SMAGP,0.364
SMAP1,0.36
SMAP2,0.341
SMARCA1,0.451
SMARCA2,0.466
SMARCA4,0.408
SMARCA5,0.46
SMARCAD1,0.491
SMARCAL1,0.445
SMARCB1,0.431
SMARCC1,0.451
SMARCC2,0.385
SMARCD1,0.451
SMARCD2,0.375
SMARCD3,0.43
SMARCE1,0.434
SMC1A,0.552
SMC1B,0.506
SMC2,0.57
SMC3,0.541
