Symbols,Score
MRPL39,0.348
MRPL4,0.385
MRPL40,0.419
MRPL41,0.413
MRPL42,0.355
MRPL43,0.398
MRPL44,0.393
MRPL45,0.39
MRPL46,0.359
MRPL47,0.338
MRPL48,0.397
MRPL49,0.392
MRPL50,0.272
MRPL51,0.396
MRPL52,0.306
MRPL53,0.387
MRPL54,0.317
MRPL55,0.306
MRPL57,0.323
MRPL58,0.317
MRPL9,0.398
MRPS10,0.306
MRPS11,0.344
MRPS12,0.379
MRPS14,0.312
MRPS15,0.383
MRPS16,0.422
MRPS17,0.292
MRPS18A,0.324
MRPS18B,0.406
MRPS18C,0.283
MRPS2,0.34
MRPS21,0.297
MRPS22,0.323
MRPS23,0.437
MRPS24,0.301
MRPS25,0.324
MRPS26,0.349
MRPS27,0.4
MRPS28,0.327
MRPS30,0.324
MRPS31,0.447
MRPS33,0.274
MRPS34,0.304
MRPS35,0.287
MRPS5,0.317
MRPS6,0.391
MRPS7,0.327
MRPS9,0.423
MRRF,0.344
MRS2,0.227
MRTFA,0.489
MRTFB,0.377
MRTO4,0.437
MS4A1,0.363
MS4A10,0.057
MS4A12,0.204
MS4A13,0.057
MS4A14,0.057
MS4A15,0.057
MS4A18,0.057
MS4A2,0.262
MS4A3,0.409
MS4A4A,0.057
MS4A4E,0.057
MS4A5,0.057
MS4A6A,0.057
MS4A6E,0.057
MS4A7,0.057
MS4A8,0.057
MSANTD1,0.198
MSANTD3,0.154
MSANTD4,0.183
MSC,0.332
MSGN1,0.36
MSH2,0.407
MSH3,0.408
MSH4,0.464
MSH5,0.404
MSH6,0.427
MSI1,0.382
MSI2,0.403
MSL1,0.348
MSL2,0.359
MSL3,0.392
MSLN,0.422
MSMB,0.366
MSMO1,0.293
MSMP,0.308
MSN,0.434
MSR1,0.31
MSRA,0.405
MSRB1,0.408
MSRB2,0.394
MSRB3,0.412
MSS51,0.098
MST1,0.286
MST1R,0.471
MSTN,0.34
MSTO1,0.398
MSX1,0.308
MSX2,0.34
MT-ATP6,0.321
MT-ATP8,0.256
MT-CO1,0.314
MT-CO2,0.34
MT-CO3,0.364
MT-CYB,0.257
MT-ND1,0.326
MT-ND2,0.328
MT-ND3,0.326
MT-ND4,0.279
MT-ND4L,0.192
MT-ND5,0.242
MT-ND6,0.232
MT1A,0.379
MT1B,0.304
MT1E,0.304
MT1F,0.362
MT1G,0.366
MT1H,0.362
MT1HL1,0.279
MT1M,0.304
MT1X,0.346
MT2A,0.36
MT3,0.326
MT4,0.291
MTA1,0.436
MTA2,0.429
MTA3,0.464
MTAP,0.411
MTARC1,0.303
MTARC2,0.307
MTBP,0.334
MTCH1,0.39
MTCH2,0.271
MTCL1,0.489
MTCL2,0.174
MTCL3,0.115
MTCP1,0.231
MTDH,0.42
MTERF1,0.456
MTERF2,0.309
MTERF3,0.42
MTERF4,0.444
MTF1,0.343
MTF2,0.37
MTFMT,0.294
MTFP1,0.272
MTFR1,0.359
MTFR1L,0.389
MTFR2,0.403
MTG1,0.324
MTG2,0.328
MTHFD1,0.383
MTHFD1L,0.387
MTHFD2,0.289
MTHFD2L,0.243
MTHFR,0.325
MTHFS,0.39
MTHFSD,0.257
MTIF2,0.376
MTIF3,0.396
MTLN,0.197
MTM1,0.431
MTMR1,0.41
MTMR10,0.247
MTMR11,0.197
MTMR12,0.39
MTMR14,0.402
MTMR2,0.43
MTMR3,0.427
MTMR4,0.391
MTMR6,0.412
MTMR7,0.425
MTMR8,0.438
MTMR9,0.375
MTNR1A,0.341
MTNR1B,0.273
MTO1,0.301
MTOR,0.363
MTPAP,0.47
MTPN,0.371
MTR,0.371
MTRES1,0.187
MTREX,0.473
MTRF1,0.303
MTRF1L,0.317
MTRFR,0.292
MTRR,0.365
MTSS1,0.464
MTSS2,0.355
MTTP,0.4
MTURN,0.074
MTUS1,0.492
MTUS2,0.486
MTX1,0.164
MTX2,0.394
MTX3,0.137
MUC1,0.381
MUC12,0.366
MUC13,0.403
MUC15,0.276
MUC16,0.375
MUC17,0.424
MUC19,0.275
MUC2,0.367
MUC20,0.346
MUC21,0.286
MUC22,0.057
MUC3A,0.299
MUC3B,0.28
MUC4,0.326
MUC5AC,0.337
MUC5B,0.406
MUC6,0.295
MUC7,0.349
MUCL1,0.275
MUCL3,0.239
MUL1,0.373
MUS81,0.418
MUSK,0.449
MUSTN1,0.257
MUTYH,0.381
MVB12A,0.458
MVB12B,0.397
MVD,0.412
MVK,0.481
MVP,0.476
MX1,0.435
MX2,0.408
MXD1,0.431
MXD3,0.326
MXD4,0.368
MXI1,0.436
MXRA5,0.118
MXRA7,0.06
MXRA8,0.36
MYADM,0.341
MYADML2,0.205
MYB,0.32
MYBBP1A,0.413
MYBL1,0.316
MYBL2,0.422
MYBPC1,0.453
MYBPC2,0.44
MYBPC3,0.434
MYBPH,0.349
MYBPHL,0.284
MYC,0.364
MYCBP,0.384
MYCBP2,0.464
MYCBPAP,0.401
MYCL,0.334
MYCN,0.386
MYCT1,0.237
MYD88,0.354
MYDGF,0.35
MYEF2,0.343
MYF5,0.365
MYF6,0.328
MYG1,0.33
MYH1,0.445
MYH10,0.453
MYH11,0.479
MYH13,0.402
MYH14,0.427
MYH15,0.412
MYH2,0.468
MYH3,0.465
MYH4,0.415
MYH6,0.423
MYH7,0.389
MYH7B,0.418
MYH8,0.462
MYH9,0.49
MYL1,0.335
MYL10,0.309
MYL11,0.32
MYL12A,0.405
MYL12B,0.443
MYL2,0.449
MYL3,0.35
MYL4,0.373
MYL5,0.316
MYL6,0.387
MYL6B,0.407
MYL7,0.416
MYL9,0.37
MYLIP,0.48
MYLK,0.58
MYLK2,0.54
MYLK3,0.558
MYLK4,0.302
MYMK,0.233
MYMX,0.282
MYNN,0.278
MYO10,0.48
MYO15A,0.423
MYO15B,0.413
MYO16,0.539
MYO18A,0.471
MYO18B,0.443
MYO19,0.469
MYO1A,0.511
MYO1B,0.464
MYO1C,0.473
MYO1D,0.467
MYO1E,0.449
MYO1F,0.419
MYO1G,0.381
MYO1H,0.365
MYO3A,0.521
MYO3B,0.499
MYO5A,0.418
MYO5B,0.412
MYO5C,0.379
MYO6,0.485
MYO7A,0.455
MYO7B,0.515
MYO9A,0.471
MYO9B,0.501
MYOC,0.384
MYOCD,0.353
MYOD1,0.4
MYOF,0.413
MYOG,0.315
MYOM1,0.437
MYOM2,0.434
MYOM3,0.391
MYORG,0.272
MYOT,0.431
MYOZ1,0.431
MYOZ2,0.443
MYOZ3,0.41
MYPN,0.468
MYPOP,0.295
MYRF,0.407
MYRFL,0.303
MYRIP,0.419
MYSM1,0.395
MYT1,0.362
MYT1L,0.338
MYZAP,0.42
MZB1,0.281
MZF1,0.329
MZT1,0.557
MZT2A,0.393
MZT2B,0.503
N4BP1,0.402
N4BP2,0.467
N4BP2L2,0.348
N4BP3,0.351
N6AMT1,0.428
NAA10,0.496
NAA11,0.392
NAA15,0.461
NAA16,0.431
NAA20,0.356
NAA25,0.348
NAA30,0.436
NAA35,0.39
NAA38,0.387
NAA40,0.331
NAA50,0.458
NAA60,0.372
NAA80,0.429
NAAA,0.363
NAALAD2,0.277
NAALADL1,0.262
NAALADL2,0.341
NAB1,0.348
NAB2,0.403
NABP1,0.467
NABP2,0.455
NACA,0.281
NACA2,0.24
NACAD,0.24
NACC1,0.366
NACC2,0.455
NADK,0.468
NADK2,0.458
NADSYN1,0.439
NAE1,0.503
NAF1,0.37
NAGA,0.307
NAGK,0.428
NAGLU,0.285
NAGPA,0.374
NAGS,0.323
NAIF1,0.482
NAIP,0.419
NALCN,0.252
NALF1,0.17
NALF2,0.17
NAMPT,0.364
NANOG,0.377
NANOGNB,0.271
NANOGP8,0.315
NANOS1,0.375
NANOS2,0.428
NANOS3,0.445
NANP,0.272
NANS,0.306
NAP1L1,0.426
NAP1L2,0.41
NAP1L3,0.248
NAP1L4,0.435
NAP1L5,0.248
NAPA,0.405
NAPB,0.374
NAPEPLD,0.383
NAPG,0.407
NAPRT,0.338
NAPSA,0.305
NARF,0.41
NARS1,0.379
NARS2,0.426
NASP,0.458
NAT1,0.275
NAT10,0.469
NAT14,0.295
NAT16,0.052
NAT2,0.383
NAT8,0.393
NAT8B,0.402
NAT8L,0.318
NAT9,0.22
NATD1,0.25
NAV1,0.392
NAV2,0.374
NAV3,0.421
NAXD,0.405
NAXE,0.455
NBAS,0.359
NBDY,0.381
NBEA,0.359
NBEAL2,0.395
NBL1,0.286
NBN,0.455
NBPF1,0.199
NBPF10,0.257
NBPF11,0.199
NBPF12,0.199
NBPF14,0.199
NBPF15,0.199
NBPF19,0.199
NBPF20,0.199
NBPF26,0.199
NBPF3,0.199
NBPF4,0.199
NBPF6,0.199
NBPF8,0.199
NBPF9,0.199
NBR1,0.501
NCALD,0.409
NCAM1,0.368
NCAM2,0.37
NCAN,0.337
NCAPD2,0.542
NCAPD3,0.467
NCAPG,0.502
NCAPG2,0.4
NCAPH,0.455
NCAPH2,0.463
NCBP1,0.358
NCBP2,0.36
NCBP2L,0.236
NCBP3,0.374
NCCRP1,0.248
NCDN,0.389
NCEH1,0.238
NCF1,0.356
NCF2,0.405
NCF4,0.368
NCK1,0.449
NCK2,0.418
NCKAP1,0.419
NCKAP1L,0.324
NCKAP5,0.306
NCKAP5L,0.516
NCKIPSD,0.484
NCL,0.438
NCLN,0.345
NCMAP,0.253
NCOA1,0.433
NCOA2,0.364
NCOA3,0.413
NCOA4,0.283
NCOA5,0.383
NCOA6,0.428
NCOA7,0.344
NCOR1,0.454
NCOR2,0.406
NCR1,0.377
NCR2,0.331
NCR3,0.346
NCR3LG1,0.318
NCS1,0.392
NCSTN,0.395
NDC1,0.387
NDC80,0.538
NDE1,0.621
NDEL1,0.46
NDFIP1,0.318
NDFIP2,0.407
NDN,0.391
NDNF,0.243
NDOR1,0.497
NDP,0.356
NDRG1,0.487
NDRG2,0.447
NDRG3,0.353
NDRG4,0.453
NDST1,0.359
NDST2,0.27
NDST3,0.274
NDST4,0.275
NDUFA1,0.344
NDUFA10,0.346
NDUFA11,0.276
NDUFA12,0.334
NDUFA13,0.402
NDUFA2,0.281
NDUFA3,0.298
NDUFA4,0.35
NDUFA4L2,0.184
NDUFA5,0.353
NDUFA6,0.261
NDUFA7,0.324
NDUFA8,0.353
NDUFA9,0.401
NDUFAB1,0.438
NDUFAF1,0.466
NDUFAF2,0.294
NDUFAF3,0.388
NDUFAF4,0.41
NDUFAF5,0.413
NDUFAF6,0.289
NDUFAF7,0.432
NDUFAF8,0.386
NDUFB1,0.321
NDUFB10,0.353
NDUFB11,0.386
NDUFB2,0.254
NDUFB3,0.26
NDUFB4,0.307
NDUFB5,0.331
NDUFB6,0.336
NDUFB7,0.306
NDUFB8,0.326
NDUFB9,0.377
NDUFC1,0.298
NDUFC2,0.337
NDUFS1,0.393
NDUFS2,0.417
NDUFS3,0.411
NDUFS4,0.318
NDUFS5,0.306
NDUFS6,0.289
NDUFS7,0.388
NDUFS8,0.327
NDUFV1,0.382
NDUFV2,0.391
NDUFV3,0.354
NEB,0.454
NEBL,0.442
NECAB1,0.409
NECAB2,0.374
NECAB3,0.433
NECAP1,0.317
NECAP2,0.194
NECTIN1,0.355
NECTIN2,0.339
NECTIN3,0.319
NECTIN4,0.355
NEDD1,0.672
NEDD4,0.416
NEDD4L,0.358
NEDD8,0.469
NEDD9,0.497
NEFH,0.449
NEFL,0.424
NEFM,0.451
NEGR1,0.297
NEIL1,0.435
NEIL2,0.429
NEIL3,0.306
NEK1,0.66
NEK10,0.427
NEK11,0.658
NEK2,0.683
NEK3,0.566
NEK4,0.513
NEK5,0.339
NEK6,0.662
NEK7,0.628
NEK8,0.609
NEK9,0.648
NELFA,0.445
NELFB,0.409
NELFCD,0.368
NELFE,0.417
NELL1,0.414
NELL2,0.309
NEMF,0.287
NEMP1,0.303
NEMP2,0.196
NENF,0.333
NEO1,0.423
NEPRO,0.286
NES,0.437
NET1,0.378
NETO1,0.224
NETO2,0.211
NEU1,0.365
NEU2,0.377
NEU3,0.3
NEU4,0.382
NEURL1,0.352
NEURL1B,0.386
NEURL2,0.365
NEURL3,0.177
NEURL4,0.395
NEUROD1,0.363
NEUROD2,0.303
NEUROD4,0.376
NEUROD6,0.353
NEUROG1,0.339
NEUROG2,0.35
NEUROG3,0.386
NEXMIF,0.266
NEXN,0.4
NF1,0.319
NF2,0.479
NFAM1,0.257
NFASC,0.332
NFAT5,0.404
NFATC1,0.432
NFATC2,0.387
NFATC2IP,0.268
NFATC3,0.399
NFATC4,0.353
NFE2,0.397
NFE2L1,0.385
NFE2L2,0.353
NFE2L3,0.347
NFIA,0.353
NFIB,0.323
NFIC,0.301
NFIL3,0.304
NFIX,0.343
NFKB1,0.339
NFKB2,0.383
NFKBIA,0.382
NFKBIB,0.414
NFKBID,0.32
NFKBIE,0.46
NFKBIL1,0.373
NFKBIZ,0.37
NFRKB,0.423
NFS1,0.5
NFU1,0.48
NFX1,0.369
NFXL1,0.256
NFYA,0.351
NFYB,0.373
NFYC,0.388
NGB,0.398
NGDN,0.413
NGEF,0.309
NGF,0.332
NGFR,0.369
NGLY1,0.48
NGRN,0.321
NHEJ1,0.423
NHERF1,0.403
NHERF2,0.487
NHERF4,0.366
NHLH1,0.351
NHLH2,0.38
NHLRC1,0.465
NHLRC2,0.329
NHLRC3,0.237
NHP2,0.397
NHS,0.322
NHSL1,0.111
NHSL2,0.111
NHSL3,0.111
NIBAN1,0.429
NIBAN2,0.367
NICN1,0.239
NICOL1,0.059
NID1,0.317
NID2,0.309
NIF3L1,0.464
NIFK,0.505
NIM1K,0.488
NIN,0.545
NINJ1,0.255
NINJ2,0.283
NINL,0.638
NIP7,0.48
NIPA1,0.218
NIPA2,0.213
NIPAL1,0.091
NIPAL2,0.091
NIPAL3,0.204
NIPAL4,0.091
NIPBL,0.396
NIPSNAP1,0.383
NIPSNAP2,0.408
NIPSNAP3A,0.398
NIPSNAP3B,0.187
NISCH,0.452
NIT1,0.291
NIT2,0.349
NKAIN1,0.262
NKAIN2,0.175
NKAIN3,0.175
NKAIN4,0.175
NKAP,0.41
NKAPD1,0.157
NKAPL,0.35
NKD1,0.369
NKD2,0.428
NKG7,0.296
NKIRAS1,0.315
NKIRAS2,0.315
NKPD1,0.057
NKRF,0.392
NKTR,0.488
NKX1-1,0.305
NKX1-2,0.31
NKX2-1,0.345
NKX2-2,0.345
NKX2-3,0.319
NKX2-4,0.322
NKX2-5,0.324
NKX2-6,0.314
NKX2-8,0.309
NKX3-1,0.334
NKX3-2,0.305
NKX6-1,0.279
NKX6-2,0.286
NKX6-3,0.305
NLE1,0.349
NLGN1,0.314
NLGN2,0.315
NLGN3,0.321
NLGN4X,0.35
NLGN4Y,0.352
NLK,0.594
NLN,0.331
NLRC3,0.427
NLRC4,0.41
NLRC5,0.43
NLRP1,0.444
NLRP10,0.269
NLRP11,0.189
NLRP12,0.334
NLRP13,0.121
NLRP14,0.383
NLRP2,0.47
NLRP2B,0.288
NLRP3,0.36
NLRP4,0.325
NLRP5,0.361
NLRP6,0.32
NLRP7,0.254
NLRP8,0.338
NLRP9,0.366
NLRX1,0.389
NMB,0.29
NMBR,0.316
NMD3,0.4
NME1,0.44
NME2,0.451
NME3,0.432
NME4,0.421
NME5,0.366
NME6,0.43
NME7,0.5
NME8,0.393
NME9,0.38
NMI,0.415
NMNAT1,0.464
NMNAT2,0.344
NMNAT3,0.335
NMRAL1,0.435
NMRK1,0.48
NMRK2,0.548
NMS,0.221
NMT1,0.403
NMT2,0.353
NMU,0.24
NMUR1,0.238
NMUR2,0.289
NNAT,0.316
NNMT,0.299
NNT,0.297
NOA1,0.42
NOB1,0.322
NOBOX,0.304
NOC2L,0.464
NOC3L,0.419
NOC4L,0.422
NOCT,0.35
NOD1,0.399
NOD2,0.357
NODAL,0.281
NOG,0.271
NOL10,0.307
NOL11,0.425
NOL12,0.42
NOL3,0.384
NOL4,0.283
NOL4L,0.394
NOL6,0.397
NOL7,0.328
NOL8,0.398
NOL9,0.518
NOLC1,0.519
NOM1,0.421
NOMO1,0.311
NOMO2,0.313
NOMO3,0.307
NONO,0.418
NOP10,0.402
NOP14,0.373
NOP16,0.36
NOP2,0.437
NOP53,0.443
NOP56,0.46
NOP58,0.468
NOP9,0.193
NOS1,0.374
NOS1AP,0.398
NOS2,0.369
NOS3,0.359
NOSIP,0.458
NOSTRIN,0.424
NOTCH1,0.294
NOTCH2,0.382
NOTCH2NLA,0.414
NOTCH2NLB,0.292
NOTCH2NLC,0.276
NOTCH3,0.459
NOTCH4,0.421
NOTO,0.366
NOTUM,0.304
NOVA1,0.34
NOVA2,0.279
NOX1,0.316
NOX3,0.286
NOX4,0.388
NOX5,0.294
NOXA1,0.407
NOXO1,0.358
NOXRED1,0.212
NPAP1,0.349
NPAS1,0.299
NPAS2,0.4
NPAS3,0.376
NPAS4,0.348
NPAT,0.451
NPB,0.287
NPBWR1,0.325
NPBWR2,0.333
NPC1,0.334
NPC1L1,0.379
NPC2,0.304
NPDC1,0.315
NPEPL1,0.325
NPEPPS,0.382
NPFF,0.254
NPFFR1,0.238
NPFFR2,0.371
NPHP1,0.474
NPHP3,0.372
NPHP4,0.464
NPHS1,0.372
NPHS2,0.382
NPIPA1,0.232
NPIPA2,0.185
NPIPA3,0.185
NPIPA5,0.185
NPIPA7,0.326
NPIPA8,0.185
NPIPA9,0.185
NPIPB11,0.198
NPIPB13,0.198
NPIPB15,0.185
NPIPB2,0.185
NPIPB3,0.307
NPIPB4,0.198
NPIPB5,0.198
NPIPB6,0.185
NPIPB7,0.185
NPIPB8,0.185
NPIPB9,0.185
NPL,0.394
NPLOC4,0.476
NPM1,0.451
NPM2,0.538
NPM3,0.54
NPNT,0.28
NPPA,0.33
NPPB,0.352
NPPC,0.29
NPR1,0.356
NPR2,0.445
NPR3,0.294
NPRL2,0.38
NPRL3,0.301
NPS,0.145
NPSR1,0.301
NPTN,0.326
NPTX1,0.302
NPTX2,0.297
NPTXR,0.283
NPVF,0.124
NPW,0.28
NPY,0.327
NPY1R,0.297
NPY2R,0.266
NPY4R,0.267
NPY5R,0.278
NQO1,0.316
NQO2,0.408
NR0B1,0.443
NR0B2,0.404
NR1D1,0.335
NR1D2,0.331
NR1H2,0.332
NR1H3,0.303
NR1H4,0.278
NR1I2,0.389
NR1I3,0.432
NR2C1,0.362
NR2C2,0.352
NR2C2AP,0.35
NR2E1,0.318
NR2E3,0.313
NR2F1,0.373
NR2F2,0.387
NR2F6,0.361
NR3C1,0.426
NR3C2,0.406
NR4A1,0.384
NR4A2,0.358
NR4A3,0.309
NR5A1,0.367
NR5A2,0.364
NR6A1,0.335
NRAP,0.397
NRARP,0.111
NRAS,0.416
NRBF2,0.414
NRBP1,0.484
NRBP2,0.476
NRCAM,0.335
NRDC,0.42
NRDE2,0.202
NREP,0.403
NRF1,0.431
NRG1,0.376
NRG2,0.408
NRG3,0.297
NRG4,0.431
NRGN,0.382
NRIP1,0.395
NRIP2,0.408
NRIP3,0.22
NRK,0.471
NRL,0.405
NRM,0.38
NRN1,0.198
NRN1L,0.315
NRP1,0.32
NRP2,0.311
NRROS,0.324
NRSN1,0.358
NRSN2,0.344
NRTN,0.333
NRXN1,0.357
NRXN2,0.312
NRXN3,0.3
NSA2,0.31
NSD1,0.422
NSD2,0.431
NSD3,0.452
NSDHL,0.337
NSF,0.423
NSFL1C,0.579
NSG1,0.421
NSG2,0.376
NSL1,0.493
NSMAF,0.407
NSMCE1,0.479
NSMCE2,0.481
NSMCE3,0.436
NSMCE4A,0.443
NSMF,0.399
NSRP1,0.396
NSUN2,0.461
NSUN3,0.32
NSUN4,0.391
NSUN5,0.352
NSUN6,0.326
NSUN7,0.133
NT5C,0.358
NT5C1A,0.382
NT5C1B,0.366
NT5C2,0.43
NT5C3A,0.374
NT5C3B,0.426
NT5DC1,0.147
NT5DC2,0.147
NT5DC3,0.181
NT5DC4,0.147
NT5E,0.362
NT5M,0.325
NTAN1,0.29
NTAQ1,0.445
NTF3,0.349
NTF4,0.317
NTHL1,0.37
NTM,0.333
NTMT1,0.543
NTMT2,0.338
NTN1,0.341
NTN3,0.379
NTN4,0.34
NTN5,0.149
NTNG1,0.362
NTNG2,0.405
NTPCR,0.263
NTRK1,0.395
NTRK2,0.403
NTRK3,0.363
NTS,0.345
NTSR1,0.327
NTSR2,0.239
NUAK1,0.581
NUAK2,0.556
NUB1,0.432
NUBP1,0.534
NUBP2,0.561
NUBPL,0.428
NUCB1,0.437
NUCB2,0.408
NUCKS1,0.387
NUDC,0.507
NUDCD1,0.42
NUDCD2,0.503
NUDCD3,0.488
NUDT1,0.384
NUDT10,0.331
NUDT11,0.289
NUDT12,0.391
NUDT13,0.28
NUDT14,0.418
NUDT15,0.36
NUDT16,0.423
NUDT16L1,0.348
NUDT17,0.315
NUDT18,0.325
NUDT19,0.37
NUDT2,0.37
NUDT21,0.492
NUDT22,0.318
NUDT3,0.292
NUDT4,0.34
NUDT4B,0.24
NUDT5,0.416
NUDT6,0.343
NUDT7,0.382
NUDT8,0.093
NUDT9,0.218
NUF2,0.493
NUFIP1,0.491
NUFIP2,0.46
NUGGC,0.275
NUMA1,0.563
NUMB,0.429
NUMBL,0.411
NUP107,0.47
NUP133,0.438
NUP153,0.471
NUP155,0.35
NUP160,0.419
NUP188,0.242
NUP205,0.397
NUP210,0.334
NUP210L,0.261
NUP214,0.434
NUP35,0.427
NUP37,0.48
NUP42,0.417
NUP43,0.458
NUP50,0.398
NUP54,0.338
NUP58,0.354
NUP62,0.483
NUP62CL,0.308
NUP85,0.461
NUP88,0.348
NUP93,0.366
NUP98,0.443
NUPR1,0.438
NUPR2,0.275
NUS1,0.358
NUSAP1,0.559
NUTF2,0.379
NUTM1,0.367
NVL,0.448
NWD1,0.308
NWD2,0.175
NXF1,0.437
NXF2,0.387
NXF2B,0.387
NXF3,0.4
NXF5,0.386
NXN,0.346
NXNL1,0.206
NXNL2,0.046
NXPE1,0.059
NXPE2,0.204
NXPE3,0.059
NXPE4,0.181
NXPH1,0.178
NXPH2,0.25
NXPH3,0.25
NXPH4,0.262
NXT1,0.429
NXT2,0.4
NYAP1,0.094
NYAP2,0.232
NYNRIN,0.25
NYX,0.169
OARD1,0.225
OAS1,0.434
OAS2,0.447
OAS3,0.467
OASL,0.418
OAT,0.374
OAZ1,0.381
OAZ2,0.385
OAZ3,0.382
OBI1,0.17
OBP2A,0.215
OBP2B,0.209
OBSCN,0.586
OBSL1,0.515
OC90,0.241
OCA2,0.362
OCIAD1,0.36
OCIAD2,0.179
OCLN,0.422
OCM,0.297
OCM2,0.297
OCRL,0.422
OCSTAMP,0.155
ODAD1,0.423
ODAD2,0.306
ODAD3,0.486
ODAD4,0.422
ODAM,0.405
ODAPH,0.23
ODC1,0.416
ODF1,0.426
ODF2,0.642
ODF2L,0.417
ODF4,0.364
ODR4,0.093
OFD1,0.687
OGA,0.335
OGDH,0.394
OGDHL,0.381
OGFOD1,0.433
OGFOD2,0.13
OGFOD3,0.19
OGFR,0.399
OGFRL1,0.156
OGG1,0.334
OGN,0.327
OGT,0.392
OIP5,0.523
OIT3,0.325
OLA1,0.52
OLAH,0.245
OLFM1,0.336
OLFM2,0.394
OLFM3,0.346
OLFM4,0.427
OLFML1,0.059
OLFML2A,0.247
OLFML2B,0.059
OLFML3,0.127
OLIG1,0.401
OLIG2,0.379
OLIG3,0.374
OLR1,0.411
OMA1,0.309
OMD,0.227
OMG,0.211
OMP,0.333
ONECUT1,0.347
ONECUT2,0.403
ONECUT3,0.334
OOEP,0.378
OOSP1,0.059
OOSP2,0.059
OOSP3,0.059
OOSP4A,0.059
OOSP4B,0.059
OPA1,0.379
OPA3,0.263
OPALIN,0.221
OPCML,0.216
OPHN1,0.392
OPLAH,0.344
OPN1LW,0.269
OPN1MW,0.351
OPN1MW2,0.241
OPN1MW3,0.241
OPN1SW,0.265
OPN3,0.247
OPN4,0.254
OPN5,0.242
OPRD1,0.317
OPRK1,0.294
OPRL1,0.32
OPRM1,0.316
OPRPN,0.126
OPTC,0.103
OPTN,0.487
OR10A2,0.226
OR10A3,0.221
OR10A4,0.237
OR10A5,0.221
OR10A6,0.226
OR10A7,0.226
OR10AC1,0.226
OR10AD1,0.226
OR10AG1,0.226
OR10C1,0.226
OR10D3,0.226
OR10G2,0.226
OR10G3,0.226
OR10G4,0.226
OR10G6,0.226
OR10G7,0.226
OR10G8,0.226
OR10G9,0.226
OR10H1,0.224
OR10H2,0.224
OR10H3,0.224
OR10H4,0.255
OR10H5,0.224
OR10J1,0.232
OR10J3,0.226
OR10J4,0.226
OR10J5,0.224
OR10K1,0.226
OR10K2,0.226
OR10P1,0.226
OR10Q1,0.269
OR10R2,0.226
OR10S1,0.226
OR10T2,0.226
OR10V1,0.269
OR10W1,0.269
OR10X1,0.226
OR10Z1,0.226
OR11A1,0.226
OR11G2,0.226
OR11H1,0.226
OR11H12,0.226
OR11H2,0.226
OR11H4,0.224
OR11H6,0.226
OR11H7,0.224
OR11L1,0.275
OR12D1,0.226
OR12D2,0.226
OR12D3,0.226
OR13A1,0.269
OR13C2,0.226
OR13C3,0.226
OR13C4,0.226
OR13C5,0.226
OR13C7,0.226
OR13C8,0.226
OR13C9,0.226
OR13D1,0.226
OR13F1,0.225
OR13G1,0.226
OR13H1,0.226
OR13J1,0.226
OR14A16,0.269
OR14A2,0.269
OR14C36,0.269
OR14I1,0.269
OR14J1,0.269
OR14K1,0.269
OR14L1,0.269
OR1A1,0.226
OR1A2,0.242
OR1B1,0.226
OR1C1,0.221
OR1D2,0.308
OR1D4,0.187
OR1D5,0.221
OR1E1,0.221
OR1E2,0.249
OR1E3,0.226
OR1F1,0.238
OR1G1,0.238
OR1I1,0.226
OR1J1,0.226
OR1J2,0.226
OR1J4,0.226
OR1K1,0.226
OR1L1,0.226
OR1L3,0.226
OR1L4,0.226
OR1L6,0.226
OR1L8,0.226
OR1M1,0.226
OR1N1,0.226
OR1N2,0.226
OR1P1,0.226
OR1Q1,0.221
OR1S1,0.226
OR1S2,0.226
OR2A1,0.226
OR2A12,0.226
OR2A14,0.226
OR2A2,0.226
OR2A25,0.226
OR2A4,0.402
OR2A42,0.226
OR2A5,0.226
OR2A7,0.226
OR2AE1,0.226
OR2AG1,0.32
OR2AG2,0.226
OR2AJ1,0.226
OR2AK2,0.226
OR2AP1,0.226
OR2AT4,0.226
OR2B11,0.226
OR2B2,0.226
OR2B3,0.226
OR2B6,0.226
OR2C1,0.313
OR2C3,0.226
OR2D2,0.221
OR2D3,0.226
OR2F1,0.238
OR2F2,0.226
OR2G2,0.226
OR2G3,0.226
OR2G6,0.226
OR2H1,0.226
OR2H2,0.224
OR2J1,0.226
OR2J2,0.226
OR2J3,0.226
OR2K2,0.226
OR2L13,0.318
OR2L2,0.264
OR2L3,0.264
OR2L5,0.264
OR2L8,0.264
OR2M2,0.226
OR2M3,0.226
OR2M4,0.221
OR2M5,0.226
OR2M7,0.226
OR2S2,0.221
OR2T1,0.226
OR2T10,0.226
OR2T11,0.226
OR2T12,0.226
OR2T2,0.226
OR2T27,0.226
OR2T29,0.226
OR2T3,0.226
OR2T33,0.226
OR2T34,0.226
OR2T35,0.226
OR2T4,0.226
OR2T5,0.226
OR2T6,0.226
OR2T7,0.226
OR2T8,0.226
OR2V1,0.226
OR2V2,0.226
OR2W1,0.226
OR2W3,0.226
OR2Y1,0.226
OR2Z1,0.226
OR3A1,0.238
OR3A2,0.249
OR3A3,0.238
OR4A15,0.226
OR4A16,0.226
OR4A47,0.226
OR4A5,0.226
OR4A8,0.226
OR4B1,0.226
OR4C11,0.226
OR4C12,0.226
OR4C13,0.226
OR4C15,0.226
OR4C16,0.226
OR4C3,0.226
OR4C45,0.226
OR4C46,0.226
