Symbols,Score
SIRT4,0.326
SIRT5,0.324
SIRT6,0.288
SIRT7,0.383
SIT1,0.339
SIVA1,0.394
SIX1,0.237
SIX2,0.245
SIX3,0.278
SIX4,0.227
SIX5,0.331
SIX6,0.214
SKA1,0.517
SKA2,0.498
SKA3,0.478
SKAP1,0.444
SKAP2,0.477
SKI,0.317
SKIC2,0.278
SKIC3,0.427
SKIC8,0.357
SKIL,0.316
SKOR1,0.295
SKOR2,0.322
SKP1,0.514
SKP2,0.417
SLA,0.357
SLA2,0.362
SLAIN1,0.384
SLAIN2,0.612
SLAMF1,0.287
SLAMF6,0.248
SLAMF7,0.263
SLAMF8,0.299
SLAMF9,0.194
SLBP,0.42
SLC10A1,0.18
SLC10A2,0.221
SLC10A3,0.108
SLC10A4,0.134
SLC10A5,0.1
SLC10A6,0.138
SLC10A7,0.201
SLC11A1,0.265
SLC11A2,0.283
SLC12A1,0.153
SLC12A2,0.224
SLC12A3,0.283
SLC12A4,0.249
SLC12A5,0.177
SLC12A6,0.165
SLC12A7,0.226
SLC12A8,0.165
SLC12A9,0.157
SLC13A1,0.119
SLC13A2,0.139
SLC13A3,0.118
SLC13A4,0.122
SLC13A5,0.118
SLC14A1,0.218
SLC14A2,0.222
SLC15A1,0.159
SLC15A2,0.232
SLC15A3,0.281
SLC15A4,0.246
SLC15A5,0.202
SLC16A1,0.343
SLC16A10,0.142
SLC16A11,0.279
SLC16A12,0.131
SLC16A13,0.218
SLC16A14,0.122
SLC16A2,0.17
SLC16A3,0.267
SLC16A4,0.125
SLC16A5,0.125
SLC16A6,0.125
SLC16A7,0.125
SLC16A8,0.158
SLC16A9,0.236
SLC17A1,0.181
SLC17A2,0.198
SLC17A3,0.222
SLC17A4,0.2
SLC17A5,0.276
SLC17A6,0.19
SLC17A7,0.184
SLC17A8,0.195
SLC17A9,0.154
SLC18A1,0.2
SLC18A2,0.2
SLC18A3,0.238
SLC18B1,0.082
SLC19A1,0.149
SLC19A2,0.235
SLC19A3,0.147
SLC1A1,0.225
SLC1A2,0.237
SLC1A3,0.185
SLC1A4,0.23
SLC1A5,0.264
SLC1A6,0.231
SLC1A7,0.148
SLC20A1,0.172
SLC20A2,0.168
SLC22A1,0.243
SLC22A10,0.116
SLC22A11,0.241
SLC22A12,0.245
SLC22A13,0.146
SLC22A14,0.123
SLC22A15,0.118
SLC22A16,0.172
SLC22A17,0.212
SLC22A18,0.27
SLC22A2,0.185
SLC22A23,0.225
SLC22A24,0.085
SLC22A25,0.082
SLC22A3,0.236
SLC22A31,0.118
SLC22A4,0.272
SLC22A5,0.236
SLC22A6,0.261
SLC22A7,0.24
SLC22A8,0.153
SLC22A9,0.119
SLC23A1,0.27
SLC23A2,0.217
SLC23A3,0.135
SLC24A1,0.227
SLC24A2,0.223
SLC24A3,0.139
SLC24A4,0.222
SLC24A5,0.23
SLC25A1,0.16
SLC25A10,0.245
SLC25A11,0.245
SLC25A12,0.259
SLC25A13,0.262
SLC25A14,0.184
SLC25A15,0.167
SLC25A16,0.231
SLC25A17,0.239
SLC25A18,0.245
SLC25A19,0.187
SLC25A2,0.167
SLC25A20,0.251
SLC25A21,0.174
SLC25A22,0.157
SLC25A23,0.313
SLC25A24,0.262
SLC25A25,0.215
SLC25A26,0.214
SLC25A27,0.264
SLC25A28,0.159
SLC25A29,0.166
SLC25A3,0.25
SLC25A30,0.269
SLC25A31,0.215
SLC25A32,0.195
SLC25A33,0.286
SLC25A34,0.198
SLC25A35,0.204
SLC25A36,0.287
SLC25A37,0.159
SLC25A38,0.202
SLC25A39,0.2
SLC25A4,0.341
SLC25A40,0.204
SLC25A41,0.175
SLC25A42,0.179
SLC25A43,0.204
SLC25A44,0.204
SLC25A45,0.16
SLC25A46,0.382
SLC25A47,0.16
SLC25A48,0.271
SLC25A5,0.356
SLC25A51,0.204
SLC25A52,0.204
SLC25A53,0.204
SLC25A6,0.319
SLC26A1,0.135
SLC26A11,0.233
SLC26A2,0.146
SLC26A3,0.214
SLC26A4,0.145
SLC26A5,0.29
SLC26A6,0.191
SLC26A7,0.199
SLC26A8,0.229
SLC26A9,0.202
SLC27A1,0.299
SLC27A2,0.316
SLC27A3,0.249
SLC27A4,0.206
SLC27A5,0.232
SLC27A6,0.176
SLC28A1,0.146
SLC28A2,0.154
SLC28A3,0.164
SLC29A1,0.176
SLC29A2,0.213
SLC29A3,0.324
SLC29A4,0.146
SLC2A1,0.358
SLC2A10,0.202
SLC2A11,0.177
SLC2A12,0.205
SLC2A13,0.142
SLC2A14,0.207
SLC2A2,0.209
SLC2A3,0.214
SLC2A4,0.311
SLC2A4RG,0.286
SLC2A5,0.182
SLC2A6,0.128
SLC2A7,0.135
SLC2A8,0.257
SLC2A9,0.155
SLC30A1,0.28
SLC30A10,0.308
SLC30A2,0.353
SLC30A3,0.322
SLC30A4,0.342
SLC30A5,0.247
SLC30A6,0.19
SLC30A7,0.268
SLC30A8,0.304
SLC30A9,0.293
SLC31A1,0.267
SLC31A2,0.194
SLC32A1,0.194
SLC33A1,0.216
SLC34A1,0.289
SLC34A2,0.193
SLC34A3,0.141
SLC35A1,0.21
SLC35A2,0.239
SLC35A3,0.324
SLC35A4,0.199
SLC35A5,0.199
SLC35B1,0.213
SLC35B2,0.223
SLC35B3,0.202
SLC35B4,0.314
SLC35C1,0.229
SLC35C2,0.269
SLC35D1,0.195
SLC35D2,0.226
SLC35D3,0.241
SLC35E1,0.183
SLC35E2B,0.2
SLC35E3,0.182
SLC35E4,0.181
SLC35F1,0.116
SLC35F2,0.214
SLC35F3,0.064
SLC35F4,0.116
SLC35F5,0.028
SLC35F6,0.385
SLC35G1,0.298
SLC35G2,0.168
SLC35G3,0.028
SLC35G4,0.028
SLC35G5,0.028
SLC35G6,0.028
SLC36A1,0.174
SLC36A2,0.177
SLC36A3,0.076
SLC36A4,0.114
SLC37A1,0.186
SLC37A2,0.183
SLC37A3,0.249
SLC37A4,0.217
SLC38A1,0.205
SLC38A10,0.18
SLC38A11,0.075
SLC38A2,0.23
SLC38A3,0.137
SLC38A4,0.132
SLC38A5,0.127
SLC38A6,0.128
SLC38A7,0.16
SLC38A8,0.075
SLC38A9,0.362
SLC39A1,0.242
SLC39A10,0.129
SLC39A11,0.239
SLC39A12,0.264
SLC39A13,0.34
SLC39A14,0.196
SLC39A2,0.187
SLC39A3,0.165
SLC39A4,0.253
SLC39A5,0.202
SLC39A6,0.197
SLC39A7,0.316
SLC39A8,0.134
SLC39A9,0.096
SLC3A1,0.267
SLC3A2,0.316
SLC40A1,0.308
SLC41A1,0.15
SLC41A2,0.232
SLC41A3,0.249
SLC43A1,0.126
SLC43A2,0.121
SLC43A3,0.212
SLC44A1,0.221
SLC44A2,0.184
SLC44A3,0.25
SLC44A4,0.152
SLC44A5,0.145
SLC45A1,0.093
SLC45A2,0.184
SLC45A3,0.15
SLC45A4,0.083
SLC46A1,0.197
SLC46A2,0.171
SLC46A3,0.193
SLC47A1,0.156
SLC47A2,0.157
SLC48A1,0.288
SLC49A3,0.082
SLC49A4,0.154
SLC4A1,0.31
SLC4A10,0.147
SLC4A11,0.183
SLC4A1AP,0.344
SLC4A2,0.216
SLC4A3,0.14
SLC4A4,0.226
SLC4A5,0.187
SLC4A7,0.19
SLC4A8,0.143
SLC4A9,0.153
SLC50A1,0.231
SLC51A,0.266
SLC51B,0.207
SLC52A1,0.185
SLC52A2,0.264
SLC52A3,0.239
SLC5A1,0.224
SLC5A10,0.116
SLC5A11,0.249
SLC5A12,0.138
SLC5A2,0.125
SLC5A3,0.155
SLC5A4,0.117
SLC5A5,0.173
SLC5A6,0.132
SLC5A7,0.182
SLC5A8,0.156
SLC5A9,0.114
SLC66A1,0.174
SLC66A2,0.282
SLC66A3,0.028
SLC6A1,0.276
SLC6A11,0.262
SLC6A12,0.24
SLC6A13,0.204
SLC6A14,0.157
SLC6A15,0.143
SLC6A16,0.161
SLC6A17,0.157
SLC6A18,0.144
SLC6A19,0.237
SLC6A2,0.278
SLC6A20,0.219
SLC6A3,0.29
SLC6A4,0.321
SLC6A5,0.171
SLC6A6,0.144
SLC6A7,0.138
SLC6A8,0.17
SLC6A9,0.172
SLC7A1,0.21
SLC7A10,0.143
SLC7A11,0.266
SLC7A13,0.067
SLC7A14,0.275
SLC7A2,0.158
SLC7A3,0.116
SLC7A4,0.094
SLC7A5,0.31
SLC7A6,0.256
SLC7A6OS,0.257
SLC7A7,0.217
SLC7A8,0.28
SLC7A9,0.286
SLC8A1,0.268
SLC8A2,0.25
SLC8A3,0.28
SLC8B1,0.24
SLC9A1,0.289
SLC9A2,0.157
SLC9A3,0.251
SLC9A4,0.144
SLC9A5,0.127
SLC9A6,0.261
SLC9A7,0.298
SLC9A8,0.187
SLC9A9,0.264
SLC9B1,0.156
SLC9B2,0.252
SLC9C1,0.16
SLC9C2,0.118
SLCO1A2,0.146
SLCO1B1,0.153
SLCO1B3,0.15
SLCO1B7,0.117
SLCO1C1,0.149
SLCO2A1,0.162
SLCO2B1,0.148
SLCO3A1,0.145
SLCO4A1,0.153
SLCO4C1,0.202
SLCO5A1,0.118
SLCO6A1,0.118
SLF1,0.476
SLF2,0.396
SLFN11,0.426
SLFN12,0.034
SLFN12L,0.058
SLFN13,0.264
SLFN14,0.251
SLFN5,0.226
SLFNL1,0.034
SLIRP,0.39
SLIT1,0.251
SLIT2,0.281
SLIT3,0.275
SLITRK1,0.273
SLITRK2,0.188
SLITRK3,0.182
SLITRK4,0.172
SLITRK5,0.163
SLITRK6,0.203
SLK,0.426
SLMAP,0.405
SLN,0.303
SLPI,0.338
SLTM,0.269
SLU7,0.368
SLURP1,0.273
SLURP2,0.202
SLX1A,0.281
SLX1B,0.281
SLX4,0.332
SLX4IP,0.168
SLX9,0.305
SMAD1,0.336
SMAD2,0.341
SMAD3,0.307
SMAD4,0.286
SMAD5,0.326
SMAD6,0.347
SMAD7,0.356
SMAD9,0.388
SMAGP,0.29
SMAP1,0.337
SMAP2,0.352
SMARCA1,0.337
SMARCA2,0.362
SMARCA4,0.34
SMARCA5,0.355
SMARCAD1,0.383
SMARCAL1,0.325
SMARCB1,0.344
SMARCC1,0.35
SMARCC2,0.331
SMARCD1,0.389
SMARCD2,0.339
SMARCD3,0.349
SMARCE1,0.362
SMC1A,0.483
SMC1B,0.409
SMC2,0.479
SMC3,0.462
SMC4,0.476
SMC5,0.39
SMC6,0.374
SMCHD1,0.318
SMCO1,0.028
SMCO2,0.028
SMCO3,0.185
SMCO4,0.299
SMCP,0.395
SMCR8,0.396
SMDT1,0.329
SMG1,0.349
SMG5,0.419
SMG6,0.397
SMG7,0.428
SMG8,0.376
SMG9,0.356
SMIM1,0.195
SMIM10,0.028
SMIM11,0.215
SMIM12,0.028
SMIM13,0.028
SMIM14,0.32
SMIM15,0.028
SMIM17,0.028
SMIM18,0.028
SMIM19,0.028
SMIM2,0.185
SMIM20,0.356
SMIM21,0.028
SMIM22,0.028
SMIM23,0.088
SMIM24,0.194
SMIM26,0.028
SMIM27,0.028
SMIM28,0.028
SMIM29,0.028
SMIM3,0.185
SMIM30,0.028
SMIM31,0.028
SMIM32,0.028
SMIM33,0.028
SMIM34,0.028
SMIM35,0.028
SMIM36,0.028
SMIM38,0.028
SMIM39,0.028
SMIM40,0.028
SMIM41,0.028
SMIM43,0.045
SMIM44,0.028
SMIM5,0.028
SMIM6,0.028
SMIM7,0.028
SMIM8,0.028
SMIM9,0.088
SMLR1,0.185
SMN1,0.43
SMN2,0.43
SMNDC1,0.371
SMO,0.226
SMOC1,0.269
SMOC2,0.234
SMOX,0.267
SMPD1,0.302
SMPD2,0.23
SMPD3,0.378
SMPD4,0.254
SMPDL3A,0.208
SMPDL3B,0.204
SMPX,0.217
SMR3A,0.142
SMR3B,0.294
SMS,0.237
SMTN,0.474
SMTNL1,0.516
SMTNL2,0.392
SMU1,0.345
SMUG1,0.29
SMURF1,0.348
SMURF2,0.33
SMYD1,0.363
SMYD2,0.36
SMYD3,0.386
SMYD4,0.133
SMYD5,0.225
SNAI1,0.326
SNAI2,0.276
SNAI3,0.24
SNAP23,0.367
SNAP25,0.382
SNAP29,0.496
SNAP47,0.399
SNAP91,0.387
SNAPC1,0.24
SNAPC2,0.264
SNAPC3,0.308
SNAPC4,0.213
SNAPC5,0.317
SNAPIN,0.361
SNCA,0.346
SNCAIP,0.447
SNCB,0.351
SNCG,0.465
SND1,0.381
SNED1,0.134
SNF8,0.403
SNIP1,0.395
SNN,0.282
SNORC,0.206
SNPH,0.331
SNRK,0.288
SNRNP200,0.341
SNRNP25,0.359
SNRNP27,0.344
SNRNP35,0.249
SNRNP40,0.341
SNRNP48,0.291
SNRNP70,0.326
SNRPA,0.335
SNRPA1,0.333
SNRPB,0.389
SNRPB2,0.337
SNRPC,0.338
SNRPD1,0.401
SNRPD2,0.397
SNRPD3,0.396
SNRPE,0.393
SNRPF,0.386
SNRPG,0.387
SNRPN,0.361
SNTA1,0.391
SNTB1,0.399
SNTB2,0.369
SNTG1,0.417
SNTG2,0.366
SNTN,0.137
SNU13,0.354
SNUPN,0.384
SNURF,0.285
SNW1,0.321
SNX1,0.437
SNX10,0.482
SNX11,0.409
SNX12,0.346
SNX13,0.263
SNX14,0.269
SNX15,0.405
SNX16,0.4
SNX17,0.407
SNX18,0.397
SNX19,0.377
SNX2,0.449
SNX20,0.316
SNX21,0.229
SNX22,0.227
SNX24,0.225
SNX25,0.293
SNX27,0.41
SNX29,0.057
SNX3,0.422
SNX30,0.219
SNX31,0.317
SNX32,0.245
SNX33,0.405
SNX4,0.408
SNX5,0.38
SNX6,0.423
SNX7,0.326
SNX8,0.401
SNX9,0.445
SOAT1,0.298
SOAT2,0.245
SOBP,0.237
SOCS1,0.348
SOCS2,0.334
SOCS3,0.294
SOCS4,0.261
SOCS5,0.308
SOCS6,0.351
SOCS7,0.36
SOD1,0.3
SOD2,0.28
SOD3,0.319
SOHLH1,0.321
SOHLH2,0.321
SON,0.43
SORBS1,0.396
SORBS2,0.425
SORBS3,0.433
SORCS1,0.261
SORCS2,0.145
SORCS3,0.156
SORD,0.289
SORL1,0.323
SORT1,0.382
SOS1,0.312
SOS2,0.408
SOST,0.326
SOSTDC1,0.184
SOX1,0.312
SOX10,0.264
SOX11,0.195
SOX12,0.275
SOX13,0.315
SOX14,0.344
SOX15,0.358
SOX17,0.249
SOX18,0.224
SOX2,0.319
SOX21,0.239
SOX3,0.231
SOX30,0.298
SOX4,0.247
SOX5,0.289
SOX6,0.277
SOX7,0.347
SOX8,0.241
SOX9,0.227
SP1,0.341
SP100,0.37
SP110,0.242
SP140,0.375
SP140L,0.222
SP2,0.323
SP3,0.239
SP4,0.362
SP5,0.225
SP6,0.295
SP7,0.314
SP8,0.214
SP9,0.221
SPA17,0.363
SPAAR,0.181
SPACA1,0.204
SPACA3,0.374
SPACA4,0.189
SPACA5,0.225
SPACA5B,0.225
SPACA6,0.255
SPACA7,0.186
SPACA9,0.387
SPACDR,0.125
SPAG1,0.38
SPAG11A,0.181
SPAG11B,0.235
SPAG16,0.383
SPAG17,0.358
SPAG4,0.443
SPAG5,0.603
SPAG6,0.355
SPAG7,0.184
SPAG8,0.462
SPAG9,0.475
SPAM1,0.179
SPANXA1,0.353
SPANXA2,0.353
SPANXB1,0.286
SPANXC,0.411
SPANXD,0.333
SPARC,0.312
SPARCL1,0.353
SPART,0.428
SPAST,0.504
SPATA13,0.438
SPATA16,0.292
SPATA17,0.298
SPATA18,0.392
SPATA19,0.201
SPATA2,0.357
SPATA20,0.176
SPATA21,0.059
SPATA22,0.389
SPATA24,0.42
SPATA25,0.204
SPATA3,0.13
SPATA31A1,0.122
SPATA31A3,0.122
SPATA31A5,0.122
SPATA31A6,0.122
SPATA31A7,0.122
SPATA31C1,0.122
SPATA31C2,0.122
SPATA31D1,0.122
SPATA31D3,0.122
SPATA31D4,0.122
SPATA31E1,0.122
SPATA31F1,0.125
SPATA31F3,0.028
SPATA31H1,0.125
SPATA32,0.298
SPATA33,0.251
SPATA4,0.373
SPATA46,0.33
SPATA6,0.297
SPATA7,0.474
SPATA9,0.213
SPATC1,0.304
SPATC1L,0.455
SPATS2,0.282
SPATS2L,0.308
SPC24,0.488
SPC25,0.522
SPCS1,0.328
SPCS2,0.224
SPCS3,0.24
SPDEF,0.225
SPDL1,0.573
SPDYA,0.346
SPDYC,0.411
SPDYE1,0.113
SPDYE16,0.113
SPDYE2,0.194
SPDYE2B,0.113
SPDYE3,0.113
SPDYE4,0.113
SPDYE5,0.113
SPDYE6,0.113
SPECC1,0.386
SPECC1L,0.47
SPEF1,0.414
SPEF2,0.236
SPEG,0.294
SPEM1,0.227
SPEM2,0.028
SPEM3,0.227
SPEN,0.334
SPESP1,0.211
SPG11,0.391
SPG21,0.421
SPG7,0.365
SPHK1,0.325
SPHK2,0.316
SPHKAP,0.373
SPI1,0.265
SPIB,0.267
SPIC,0.215
SPICE1,0.607
SPIDR,0.309
SPIN1,0.463
SPIN2A,0.481
SPIN2B,0.48
SPIN3,0.395
SPIN4,0.395
SPINDOC,0.205
SPINK1,0.244
SPINK13,0.141
SPINK14,0.134
SPINK2,0.33
SPINK4,0.165
SPINK5,0.354
SPINK6,0.151
SPINK7,0.258
SPINK8,0.134
SPINK9,0.274
SPINT1,0.212
SPINT2,0.281
SPINT3,0.223
SPINT4,0.134
SPIRE1,0.443
SPIRE2,0.433
SPMAP2,0.367
SPMIP4,0.436
SPMIP6,0.498
SPMIP7,0.22
SPMIP8,0.045
SPMIP9,0.333
SPN,0.316
SPNS1,0.308
SPNS2,0.148
SPNS3,0.089
SPO11,0.337
SPOCD1,0.155
SPOCK1,0.298
SPOCK2,0.279
SPOCK3,0.231
SPON1,0.315
SPON2,0.298
SPOP,0.352
SPOPL,0.347
SPOUT1,0.467
SPP1,0.321
SPP2,0.23
SPPL2A,0.321
SPPL2B,0.389
SPPL2C,0.272
SPPL3,0.33
SPR,0.282
SPRED1,0.416
SPRED2,0.38
SPRED3,0.128
SPRING1,0.201
SPRN,0.307
SPRR1A,0.379
SPRR1B,0.338
SPRR2A,0.371
SPRR2B,0.295
SPRR2D,0.295
SPRR2E,0.366
SPRR2F,0.295
SPRR2G,0.243
SPRR3,0.384
SPRR4,0.276
SPRTN,0.364
SPRY1,0.388
SPRY2,0.355
SPRY3,0.326
SPRY4,0.354
SPRYD4,0.28
SPRYD7,0.168
SPSB1,0.334
SPSB2,0.379
SPSB3,0.331
SPSB4,0.361
SPTA1,0.414
SPTAN1,0.459
SPTB,0.488
SPTBN1,0.457
SPTBN2,0.365
SPTBN4,0.375
SPTBN5,0.501
SPTLC1,0.287
SPTLC2,0.188
SPTLC3,0.29
SPTSSA,0.293
SPTSSB,0.359
SPTY2D1,0.361
SPX,0.275
SPZ1,0.358
SQLE,0.238
SQOR,0.246
SQSTM1,0.417
SRA1,0.4
SRBD1,0.119
SRC,0.315
SRCAP,0.377
SRCIN1,0.38
SRD5A1,0.21
SRD5A2,0.219
SRD5A3,0.201
SREBF1,0.3
SREBF2,0.355
SREK1,0.311
SREK1IP1,0.213
SRF,0.242
SRFBP1,0.261
SRGAP1,0.419
SRGAP2,0.412
SRGAP2B,0.286
SRGAP2C,0.363
SRGAP3,0.419
SRGN,0.344
SRI,0.358
SRL,0.147
SRM,0.369
SRMS,0.389
SRP14,0.397
SRP19,0.434
SRP54,0.407
SRP68,0.446
SRP72,0.426
SRP9,0.386
SRPK1,0.367
SRPK2,0.374
SRPK3,0.345
SRPRA,0.264
SRPRB,0.302
SRPX,0.38
SRPX2,0.376
SRR,0.326
SRRD,0.316
SRRM1,0.346
SRRM2,0.315
SRRM3,0.055
SRRM4,0.221
SRRT,0.328
SRSF1,0.334
SRSF10,0.392
SRSF11,0.287
SRSF12,0.32
SRSF2,0.342
SRSF3,0.322
SRSF4,0.277
SRSF5,0.374
SRSF6,0.29
SRSF7,0.324
SRSF8,0.389
SRSF9,0.337
SRXN1,0.359
SRY,0.327
SS18,0.435
SS18L1,0.428
SS18L2,0.177
SSB,0.332
SSBP1,0.416
SSBP2,0.256
SSBP3,0.327
SSBP4,0.29
SSC4D,0.134
SSC5D,0.402
SSH1,0.379
SSH2,0.368
SSH3,0.357
SSMEM1,0.028
SSNA1,0.702
SSPN,0.2
SSR1,0.359
SSR2,0.336
SSR3,0.178
SSR4,0.12
SSRP1,0.332
SST,0.244
SSTR1,0.286
SSTR2,0.337
SSTR3,0.339
SSTR4,0.281
SSTR5,0.241
SSU72,0.351
SSU72L1,0.178
SSU72L2,0.178
SSU72L3,0.178
SSU72L4,0.178
SSU72L5,0.178
SSU72L6,0.178
SSUH2,0.22
SSX1,0.311
SSX2,0.316
SSX2B,0.316
SSX2IP,0.548
SSX3,0.316
SSX4,0.224
SSX4B,0.224
SSX5,0.316
SSX7,0.224
ST13,0.54
ST14,0.155
ST18,0.218
ST3GAL1,0.183
ST3GAL2,0.183
ST3GAL3,0.185
ST3GAL4,0.183
ST3GAL5,0.177
ST3GAL6,0.176
ST6GAL1,0.295
ST6GAL2,0.19
ST6GALNAC1,0.179
ST6GALNAC2,0.177
ST6GALNAC3,0.192
ST6GALNAC4,0.19
ST6GALNAC5,0.175
ST6GALNAC6,0.237
ST7,0.18
ST7L,0.109
ST8SIA1,0.207
ST8SIA2,0.212
ST8SIA3,0.245
ST8SIA4,0.19
ST8SIA5,0.273
ST8SIA6,0.174
STAB1,0.33
STAB2,0.358
STAC,0.385
STAC2,0.395
STAC3,0.377
STAG1,0.501
STAG2,0.51
STAG3,0.401
STAM,0.431
STAM2,0.461
STAMBP,0.375
STAMBPL1,0.332
STAP1,0.381
STAP2,0.369
STAR,0.239
STARD10,0.329
STARD13,0.404
STARD3,0.373
STARD3NL,0.409
STARD4,0.221
STARD5,0.245
STARD6,0.143
STARD7,0.23
STARD8,0.342
STARD9,0.509
STAT1,0.334
STAT2,0.419
STAT3,0.292
STAT4,0.369
STAT5A,0.307
STAT5B,0.263
STAT6,0.333
STATH,0.289
STAU1,0.434
STAU2,0.357
STBD1,0.403
STC1,0.239
STC2,0.329
STEAP1,0.244
STEAP1B,0.152
STEAP2,0.289
STEAP3,0.354
STEAP4,0.258
STEEP1,0.207
STH,0.37
STIL,0.536
STIM1,0.345
STIM2,0.286
STIMATE,0.306
STING1,0.36
STIP1,0.432
STK10,0.372
STK11,0.317
STK11IP,0.419
STK16,0.343
STK17A,0.245
STK17B,0.282
STK19,0.192
STK24,0.363
STK25,0.362
STK26,0.381
STK3,0.308
STK31,0.255
STK32A,0.222
STK32B,0.163
STK32C,0.163
STK33,0.303
STK35,0.312
STK36,0.429
STK38,0.405
STK38L,0.426
STK39,0.303
STK4,0.318
STK40,0.317
STKLD1,0.081
STMN1,0.464
STMN2,0.409
STMN3,0.414
STMN4,0.402
STMND1,0.4
STMP1,0.153
STN1,0.357
STOM,0.383
STOML1,0.323
STOML2,0.378
STOML3,0.256
STON1,0.248
STON2,0.431
STOX1,0.423
STOX2,0.254
STPG1,0.287
STPG4,0.388
STRA6,0.136
STRA8,0.338
STRADA,0.405
STRADB,0.414
STRAP,0.42
STRBP,0.418
STRC,0.169
STRIP1,0.451
STRIP2,0.435
STRIT1,0.189
STRN,0.386
STRN3,0.379
STRN4,0.422
STS,0.287
STT3A,0.303
STT3B,0.228
STUB1,0.386
STUM,0.028
STX10,0.467
STX11,0.415
STX12,0.431
STX16,0.487
STX17,0.481
STX18,0.426
STX19,0.395
STX1A,0.435
STX1B,0.402
STX2,0.403
STX3,0.346
STX4,0.365
STX5,0.444
STX6,0.456
STX7,0.437
STX8,0.446
STXBP1,0.406
STXBP2,0.377
STXBP3,0.371
STXBP4,0.332
STXBP5,0.363
STXBP5L,0.321
STXBP6,0.283
STYK1,0.298
STYX,0.396
STYXL1,0.386
STYXL2,0.214
SUB1,0.361
SUCLA2,0.312
SUCLG1,0.308
SUCLG2,0.324
SUCNR1,0.191
SUCO,0.259
SUDS3,0.402
SUFU,0.331
SUGCT,0.303
SUGP1,0.307
SUGP2,0.212
SUGT1,0.449
SULF1,0.239
SULF2,0.243
SULT1A1,0.309
SULT1A2,0.314
SULT1A3,0.304
SULT1A4,0.241
SULT1B1,0.31
SULT1C2,0.379
SULT1C3,0.268
SULT1C4,0.26
SULT1E1,0.319
SULT2A1,0.309
SULT2B1,0.372
SULT4A1,0.393
SULT6B1,0.24
SUMF1,0.273
SUMF2,0.254
SUMO1,0.396
SUMO2,0.335
SUMO3,0.417
SUMO4,0.268
SUN1,0.428
SUN2,0.455
SUN3,0.351
SUN5,0.363
SUOX,0.361
SUPT16H,0.352
SUPT20H,0.316
SUPT20HL1,0.167
SUPT20HL2,0.166
SUPT3H,0.268
SUPT4H1,0.346
SUPT5H,0.319
SUPT6H,0.335
SUPT7L,0.345
SUPV3L1,0.328
SURF1,0.316
SURF2,0.316
SURF4,0.434
SURF6,0.374
SUSD1,0.082
SUSD2,0.315
SUSD3,0.088
SUSD4,0.111
SUSD5,0.155
SUSD6,0.307
SUV39H1,0.368
SUV39H2,0.367
SUZ12,0.349
SV2A,0.283
SV2B,0.297
SV2C,0.289
SVBP,0.353
SVEP1,0.299
SVIL,0.504
SVIP,0.343
SVOP,0.195
SVOPL,0.116
SWAP70,0.417
SWI5,0.33
SWSAP1,0.286
SWT1,0.154
SYAP1,0.343
SYBU,0.423
SYCE1,0.392
SYCE1L,0.294
SYCE2,0.28
SYCE3,0.404
SYCN,0.201
SYCP1,0.334
SYCP2,0.345
SYCP2L,0.142
SYCP3,0.315
SYDE1,0.3
SYDE2,0.303
SYF2,0.335
SYK,0.278
SYMPK,0.382
SYN1,0.415
SYN2,0.231
SYN3,0.21
SYNC,0.393
SYNCRIP,0.331
SYNDIG1,0.336
SYNDIG1L,0.154
SYNE1,0.479
SYNE2,0.472
SYNE3,0.444
SYNE4,0.27
SYNGAP1,0.32
SYNGR1,0.337
SYNGR2,0.352
SYNGR3,0.285
SYNGR4,0.105
SYNJ1,0.307
SYNJ2,0.357
SYNJ2BP,0.353
SYNM,0.424
SYNPO,0.37
SYNPO2,0.48
SYNPO2L,0.381
SYNPR,0.253
SYNRG,0.375
SYP,0.309
SYPL1,0.202
SYPL2,0.144
SYS1,0.307
SYT1,0.383
SYT10,0.324
SYT11,0.354
SYT12,0.293
SYT13,0.345
SYT14,0.028
SYT15,0.307
SYT16,0.286
SYT17,0.347
SYT2,0.356
SYT3,0.328
SYT4,0.327
SYT5,0.339
SYT6,0.362
SYT7,0.345
SYT8,0.327
SYT9,0.356
SYTL1,0.359
SYTL2,0.464
SYTL3,0.312
SYTL4,0.436
SYTL5,0.351
SYVN1,0.352
SZT2,0.327
TAAR1,0.194
TAAR2,0.194
TAAR5,0.183
TAAR6,0.194
TAAR8,0.194
TAAR9,0.194
TAB1,0.284
TAB2,0.342
TAB3,0.344
TAC1,0.222
TAC3,0.257
TAC4,0.227
TACC1,0.551
TACC2,0.54
TACC3,0.619
TACO1,0.348
TACR1,0.279
TACR2,0.252
TACR3,0.303
TACSTD2,0.313
TADA1,0.276
TADA2A,0.362
TADA2B,0.329
TADA3,0.36
TAF1,0.312
TAF10,0.378
TAF11,0.364
TAF11L11,0.242
TAF11L12,0.242
TAF11L13,0.242
TAF11L14,0.242
TAF11L2,0.283
TAF11L3,0.242
TAF11L4,0.242
TAF11L5,0.242
TAF11L9,0.242
TAF12,0.333
TAF13,0.337
TAF15,0.348
TAF1A,0.33
TAF1B,0.313
TAF1C,0.313
TAF1D,0.374
TAF1L,0.266
TAF2,0.397
TAF3,0.37
TAF4,0.353
TAF4B,0.338
TAF5,0.379
TAF5L,0.328
TAF6,0.388
TAF6L,0.346
TAF7,0.354
TAF7L,0.354
TAF8,0.389
TAF9,0.342
TAF9B,0.294
TAFA1,0.299
